model,projection_mae,projection_spearman,projection_endpoint_attraction,interpolation_distance_mean,off_axis_drift_mean,nearest_neighbor_top1_rate,nearest_neighbor_mean_rank,n
qwen35_35b_a3b,0.08770309877540608,0.9423233615415455,0.027777777777777776,0.24744675510696001,0.23945193776772136,0.28809523809523807,2.592857142857143,420
qwen35_4b,0.12564042636715678,0.8869585421193699,0.011111111111111112,0.27578694025675454,0.2618304757135255,0.2904761904761905,2.966666666666667,420
qwen35_9b,0.08311127342453585,0.953106906647035,0.1111111111111111,0.26913507023737543,0.26190912492928053,0.28809523809523807,2.5714285714285716,420
