model,axis_id,judge_mae,judge_spearman,smoothness,endpoint_attraction,content_preservation_mean,n
qwen35_4b,emotion_apology,0.1625,0.8644642503731886,0.12049999999999991,0.4666666666666667,5.0,140
qwen35_4b,empathy_clinical,0.39392857142857146,0.6228921731605311,0.05149999999999997,0.8666666666666667,5.0,140
qwen35_4b,formality_request,0.13142857142857145,0.8588122386073542,0.4135,0.48333333333333334,5.0,140
