model,axis_id,judge_mae,judge_spearman,smoothness,endpoint_attraction,content_preservation_mean,n
qwen35_4b,emotion_apology,0.1842857142857143,0.821123904566829,0.164,0.6,4.928571428571429,140
qwen35_4b,empathy_clinical,0.3339285714285714,0.7526194672938048,0.043500000000000025,0.8,5.0,140
qwen35_4b,formality_request,0.14714285714285716,0.881695652130174,0.2895,0.48333333333333334,4.942857142857143,140
