model,axis_id,judge_mae,judge_spearman,smoothness,endpoint_attraction,content_preservation_mean,n
qwen35_35b_a3b,emotion_apology,0.09821428571428571,0.9081027644054097,0.19299999999999998,0.31666666666666665,5.0,140
qwen35_35b_a3b,empathy_clinical,0.2471428571428572,0.8653106453687319,0.07199999999999991,0.38333333333333336,5.0,140
qwen35_35b_a3b,formality_request,0.11671428571428574,0.8826122270570835,0.11750000000000001,0.6,5.0,140
