model,judge_mae,judge_spearman,content_preservation_mean,naturalness_mean,endpoint_attraction,parse_ok_rate,n
qwen35_35b_a3b,0.1540238095238095,0.8336367551522488,5.0,4.595238095238095,0.43333333333333335,1.0,420
