metric,estimate,ci_lower,ci_upper,bootstrap_iterations,bootstrap_unit,stratified_by,model_id,family_version,architecture,encoder_id,anchor_mode,scenario_count
normalized_off_axis_drift,0.7035329072855803,0.6948579233680828,0.7121894146716347,10000,scenario_id,style_axis,qwen36_27b,Qwen3.6,Dense,bge_m3,self,320
interpolation_distance_mean,0.7438145716310262,0.735443788557564,0.7521620659782766,10000,scenario_id,style_axis,qwen36_27b,Qwen3.6,Dense,bge_m3,self,320
interpolation_distance_rms,0.7575010727746968,0.748239189530588,0.7667870422804552,10000,scenario_id,style_axis,qwen36_27b,Qwen3.6,Dense,bge_m3,self,320
out_of_range_rate,0.00125,0.00020833333333333332,0.002916666666666667,10000,scenario_id,style_axis,qwen36_27b,Qwen3.6,Dense,bge_m3,self,320
nearest_neighbor_mean_rank,4.219270833333334,4.183020833333333,4.2551041666666665,10000,scenario_id,style_axis,qwen36_27b,Qwen3.6,Dense,bge_m3,self,320
nearest_neighbor_mean_rank_normalized,0.5365451388888888,0.5305034722222223,0.5425173611111112,10000,scenario_id,style_axis,qwen36_27b,Qwen3.6,Dense,bge_m3,self,320
spearman_monotonicity,0.6103124999999998,0.5731249999999999,0.6465624999999999,10000,scenario_id,style_axis,qwen36_27b,Qwen3.6,Dense,bge_m3,self,320
pearson_correlation,0.6385532743973784,0.6043370884455659,0.6720507354106472,10000,scenario_id,style_axis,qwen36_27b,Qwen3.6,Dense,bge_m3,self,320
calibration_slope,0.29457549596074883,0.27530296722061465,0.3137591472247077,10000,scenario_id,style_axis,qwen36_27b,Qwen3.6,Dense,bge_m3,self,320
calibration_intercept,0.32786320094715105,0.3156613747012121,0.3402570856178184,10000,scenario_id,style_axis,qwen36_27b,Qwen3.6,Dense,bge_m3,self,320
constant_half_mae,0.19999999999999998,0.19999999999999998,0.19999999999999998,10000,scenario_id,style_axis,qwen36_27b,Qwen3.6,Dense,bge_m3,self,320
endpoint_distance_ratio_mae,0.1845150663515572,0.1829425053024914,0.18614885731244624,10000,scenario_id,style_axis,qwen36_27b,Qwen3.6,Dense,bge_m3,self,320
length_only_cv_mae,0.20133412046916824,0.20060452486506164,0.20215950335818617,10000,scenario_id,style_axis,qwen36_27b,Qwen3.6,Dense,bge_m3,self,320
isotonic_cv_mae,0.16833903196147054,0.16468576786796524,0.17203397392830647,10000,scenario_id,style_axis,qwen36_27b,Qwen3.6,Dense,bge_m3,self,320
endpoint_separation,0.6171033925836078,0.6094984960414104,0.6245837282019655,10000,scenario_id,style_axis,qwen36_27b,Qwen3.6,Dense,bge_m3,self,320
interior_calibration_error,0.1895093792013482,0.1850507821723556,0.19408760006117684,10000,scenario_id,style_axis,qwen36_27b,Qwen3.6,Dense,multilingual_e5_large_instruct,self,320
median_absolute_error,0.17302153294761416,0.16774446910720583,0.17846710215102207,10000,scenario_id,style_axis,qwen36_27b,Qwen3.6,Dense,multilingual_e5_large_instruct,self,320
normalized_off_axis_drift,0.6522622254014738,0.6431225660830522,0.6615843425563971,10000,scenario_id,style_axis,qwen36_27b,Qwen3.6,Dense,multilingual_e5_large_instruct,self,320
interpolation_distance_mean,0.6953920427909976,0.6862818459166115,0.7044714207665922,10000,scenario_id,style_axis,qwen36_27b,Qwen3.6,Dense,multilingual_e5_large_instruct,self,320
interpolation_distance_rms,0.7107321500993203,0.7006693100869389,0.7209753710099516,10000,scenario_id,style_axis,qwen36_27b,Qwen3.6,Dense,multilingual_e5_large_instruct,self,320
out_of_range_rate,0.0022916666666666667,0.0010416666666666669,0.0037500000000000007,10000,scenario_id,style_axis,qwen36_27b,Qwen3.6,Dense,multilingual_e5_large_instruct,self,320
nearest_neighbor_mean_rank,4.002395833333333,3.9626041666666665,4.042604166666666,10000,scenario_id,style_axis,qwen36_27b,Qwen3.6,Dense,multilingual_e5_large_instruct,self,320
nearest_neighbor_mean_rank_normalized,0.5003993055555556,0.493767361111111,0.5071006944444444,10000,scenario_id,style_axis,qwen36_27b,Qwen3.6,Dense,multilingual_e5_large_instruct,self,320
spearman_monotonicity,0.6603124999999999,0.6253124999999999,0.6937499999999999,10000,scenario_id,style_axis,qwen36_27b,Qwen3.6,Dense,multilingual_e5_large_instruct,self,320
pearson_correlation,0.6670535158536616,0.6340777669355733,0.6987935922653542,10000,scenario_id,style_axis,qwen36_27b,Qwen3.6,Dense,multilingual_e5_large_instruct,self,320
calibration_slope,0.3858073258555227,0.3622672925033519,0.40943272077153076,10000,scenario_id,style_axis,qwen36_27b,Qwen3.6,Dense,multilingual_e5_large_instruct,self,320
calibration_intercept,0.31932253935877936,0.30400593433665,0.3347675506992795,10000,scenario_id,style_axis,qwen36_27b,Qwen3.6,Dense,multilingual_e5_large_instruct,self,320
constant_half_mae,0.19999999999999998,0.19999999999999998,0.19999999999999998,10000,scenario_id,style_axis,qwen36_27b,Qwen3.6,Dense,multilingual_e5_large_instruct,self,320
endpoint_distance_ratio_mae,0.1759741201622777,0.1738459921760371,0.17809654188514212,10000,scenario_id,style_axis,qwen36_27b,Qwen3.6,Dense,multilingual_e5_large_instruct,self,320
length_only_cv_mae,0.20133412046916824,0.20060452486506164,0.20215950335818617,10000,scenario_id,style_axis,qwen36_27b,Qwen3.6,Dense,multilingual_e5_large_instruct,self,320
isotonic_cv_mae,0.16026978581437146,0.15616713863205728,0.16438236124474695,10000,scenario_id,style_axis,qwen36_27b,Qwen3.6,Dense,multilingual_e5_large_instruct,self,320
endpoint_separation,0.2996250154399293,0.29569367394842155,0.30348338581867007,10000,scenario_id,style_axis,qwen36_27b,Qwen3.6,Dense,multilingual_e5_large_instruct,self,320
interior_calibration_error,0.1885392626725611,0.18419970273856306,0.1930662928568935,10000,scenario_id,style_axis,qwen36_27b,Qwen3.6,Dense,text2vec_base_chinese,self,320
median_absolute_error,0.16948561653331046,0.16424177979314863,0.1748267341459617,10000,scenario_id,style_axis,qwen36_27b,Qwen3.6,Dense,text2vec_base_chinese,self,320
normalized_off_axis_drift,0.6645583361713058,0.6562270643625955,0.6728996226984193,10000,scenario_id,style_axis,qwen36_27b,Qwen3.6,Dense,text2vec_base_chinese,self,320
interpolation_distance_mean,0.7063261346303454,0.698172062211095,0.7145951561341134,10000,scenario_id,style_axis,qwen36_27b,Qwen3.6,Dense,text2vec_base_chinese,self,320
interpolation_distance_rms,0.7222892753022577,0.713057117949532,0.731807047440936,10000,scenario_id,style_axis,qwen36_27b,Qwen3.6,Dense,text2vec_base_chinese,self,320
out_of_range_rate,0.0041666666666666675,0.0022916666666666667,0.006458333333333334,10000,scenario_id,style_axis,qwen36_27b,Qwen3.6,Dense,text2vec_base_chinese,self,320
nearest_neighbor_mean_rank,4.021770833333333,3.9850000000000003,4.059583333333333,10000,scenario_id,style_axis,qwen36_27b,Qwen3.6,Dense,text2vec_base_chinese,self,320
nearest_neighbor_mean_rank_normalized,0.5036284722222222,0.49749999999999994,0.5099305555555554,10000,scenario_id,style_axis,qwen36_27b,Qwen3.6,Dense,text2vec_base_chinese,self,320
spearman_monotonicity,0.6712499999999999,0.6374999999999998,0.7034374999999999,10000,scenario_id,style_axis,qwen36_27b,Qwen3.6,Dense,text2vec_base_chinese,self,320
pearson_correlation,0.6798484816363235,0.6467616009444181,0.7115826840697204,10000,scenario_id,style_axis,qwen36_27b,Qwen3.6,Dense,text2vec_base_chinese,self,320
calibration_slope,0.3947350364424526,0.3702244245953784,0.4182448129643566,10000,scenario_id,style_axis,qwen36_27b,Qwen3.6,Dense,text2vec_base_chinese,self,320
calibration_intercept,0.3085619953042484,0.2933518257836117,0.3240320128231301,10000,scenario_id,style_axis,qwen36_27b,Qwen3.6,Dense,text2vec_base_chinese,self,320
constant_half_mae,0.19999999999999998,0.19999999999999998,0.19999999999999998,10000,scenario_id,style_axis,qwen36_27b,Qwen3.6,Dense,text2vec_base_chinese,self,320
endpoint_distance_ratio_mae,0.17567001081993466,0.1737015084196247,0.1777409100285742,10000,scenario_id,style_axis,qwen36_27b,Qwen3.6,Dense,text2vec_base_chinese,self,320
length_only_cv_mae,0.20133412046916824,0.20060452486506164,0.20215950335818617,10000,scenario_id,style_axis,qwen36_27b,Qwen3.6,Dense,text2vec_base_chinese,self,320
isotonic_cv_mae,0.1578089086845908,0.15396400186889625,0.16182972814994362,10000,scenario_id,style_axis,qwen36_27b,Qwen3.6,Dense,text2vec_base_chinese,self,320
endpoint_separation,0.6000771314714605,0.5931617073833265,0.6067035360272841,10000,scenario_id,style_axis,qwen36_27b,Qwen3.6,Dense,text2vec_base_chinese,self,320
interior_calibration_error,0.1781969512556854,0.17423599651107252,0.1820934628691109,10000,scenario_id,style_axis,qwen36_35b_a3b,Qwen3.6,MoE,bge_m3,self,320
median_absolute_error,0.16572186307760198,0.16102640619480735,0.17050989013814435,10000,scenario_id,style_axis,qwen36_35b_a3b,Qwen3.6,MoE,bge_m3,self,320
normalized_off_axis_drift,0.7240012627343784,0.7136220940679602,0.734714369802595,10000,scenario_id,style_axis,qwen36_35b_a3b,Qwen3.6,MoE,bge_m3,self,320
interpolation_distance_mean,0.7570550631522781,0.7467576598872858,0.7676424525198138,10000,scenario_id,style_axis,qwen36_35b_a3b,Qwen3.6,MoE,bge_m3,self,320
interpolation_distance_rms,0.7683635563242713,0.7573069151282685,0.7798560565841594,10000,scenario_id,style_axis,qwen36_35b_a3b,Qwen3.6,MoE,bge_m3,self,320
out_of_range_rate,0.001875,0.00020833333333333332,0.0037500000000000007,10000,scenario_id,style_axis,qwen36_35b_a3b,Qwen3.6,MoE,bge_m3,self,320
nearest_neighbor_mean_rank,4.181666666666667,4.144166666666666,4.21875,10000,scenario_id,style_axis,qwen36_35b_a3b,Qwen3.6,MoE,bge_m3,self,320
nearest_neighbor_mean_rank_normalized,0.5302777777777777,0.5240277777777778,0.5364583333333333,10000,scenario_id,style_axis,qwen36_35b_a3b,Qwen3.6,MoE,bge_m3,self,320
spearman_monotonicity,0.7265624999999998,0.6934374999999998,0.7581249999999999,10000,scenario_id,style_axis,qwen36_35b_a3b,Qwen3.6,MoE,bge_m3,self,320
pearson_correlation,0.7447177724872522,0.7141786520402824,0.774058240475992,10000,scenario_id,style_axis,qwen36_35b_a3b,Qwen3.6,MoE,bge_m3,self,320
calibration_slope,0.3562130460878587,0.33677388176116735,0.3758588782651927,10000,scenario_id,style_axis,qwen36_35b_a3b,Qwen3.6,MoE,bge_m3,self,320
calibration_intercept,0.30982935339749057,0.2959845915463632,0.32359246424152593,10000,scenario_id,style_axis,qwen36_35b_a3b,Qwen3.6,MoE,bge_m3,self,320
constant_half_mae,0.19999999999999998,0.19999999999999998,0.19999999999999998,10000,scenario_id,style_axis,qwen36_35b_a3b,Qwen3.6,MoE,bge_m3,self,320
endpoint_distance_ratio_mae,0.18191110574601707,0.18035963158812604,0.18344306638013688,10000,scenario_id,style_axis,qwen36_35b_a3b,Qwen3.6,MoE,bge_m3,self,320
length_only_cv_mae,0.20339261726971106,0.20216867232441427,0.20460937341872662,10000,scenario_id,style_axis,qwen36_35b_a3b,Qwen3.6,MoE,bge_m3,self,320
isotonic_cv_mae,0.15832159340929705,0.15434840341081385,0.16232193570651565,10000,scenario_id,style_axis,qwen36_35b_a3b,Qwen3.6,MoE,bge_m3,self,320
endpoint_separation,0.575734196985645,0.5668494096164644,0.5845666176263538,10000,scenario_id,style_axis,qwen36_35b_a3b,Qwen3.6,MoE,bge_m3,self,320
interior_calibration_error,0.17367725650090032,0.16940362208972917,0.17786989398303332,10000,scenario_id,style_axis,qwen36_35b_a3b,Qwen3.6,MoE,multilingual_e5_large_instruct,self,320
median_absolute_error,0.1634154900320855,0.15828612057605657,0.16849949374939283,10000,scenario_id,style_axis,qwen36_35b_a3b,Qwen3.6,MoE,multilingual_e5_large_instruct,self,320
normalized_off_axis_drift,0.6650046712740458,0.6559653553131113,0.6744281272477282,10000,scenario_id,style_axis,qwen36_35b_a3b,Qwen3.6,MoE,multilingual_e5_large_instruct,self,320
interpolation_distance_mean,0.6996162841689012,0.6906446027867713,0.7088688846493156,10000,scenario_id,style_axis,qwen36_35b_a3b,Qwen3.6,MoE,multilingual_e5_large_instruct,self,320
interpolation_distance_rms,0.7114365892231151,0.7019500008436148,0.7211079700888838,10000,scenario_id,style_axis,qwen36_35b_a3b,Qwen3.6,MoE,multilingual_e5_large_instruct,self,320
out_of_range_rate,0.0037500000000000007,0.0018750000000000004,0.005833333333333334,10000,scenario_id,style_axis,qwen36_35b_a3b,Qwen3.6,MoE,multilingual_e5_large_instruct,self,320
nearest_neighbor_mean_rank,3.946875,3.9072916666666666,3.986875,10000,scenario_id,style_axis,qwen36_35b_a3b,Qwen3.6,MoE,multilingual_e5_large_instruct,self,320
nearest_neighbor_mean_rank_normalized,0.4911458333333333,0.4845486111111111,0.49781250000000005,10000,scenario_id,style_axis,qwen36_35b_a3b,Qwen3.6,MoE,multilingual_e5_large_instruct,self,320
spearman_monotonicity,0.7559374999999998,0.7278125,0.7837499999999998,10000,scenario_id,style_axis,qwen36_35b_a3b,Qwen3.6,MoE,multilingual_e5_large_instruct,self,320
pearson_correlation,0.7686197272926073,0.7425111132361665,0.7948369138555775,10000,scenario_id,style_axis,qwen36_35b_a3b,Qwen3.6,MoE,multilingual_e5_large_instruct,self,320
calibration_slope,0.4677944572578225,0.44649154869224633,0.4890102494228698,10000,scenario_id,style_axis,qwen36_35b_a3b,Qwen3.6,MoE,multilingual_e5_large_instruct,self,320
calibration_intercept,0.2756553916916638,0.2610856014056705,0.2898767778877719,10000,scenario_id,style_axis,qwen36_35b_a3b,Qwen3.6,MoE,multilingual_e5_large_instruct,self,320
constant_half_mae,0.19999999999999998,0.19999999999999998,0.19999999999999998,10000,scenario_id,style_axis,qwen36_35b_a3b,Qwen3.6,MoE,multilingual_e5_large_instruct,self,320
endpoint_distance_ratio_mae,0.17276579342308482,0.1709313106706761,0.17461869129341467,10000,scenario_id,style_axis,qwen36_35b_a3b,Qwen3.6,MoE,multilingual_e5_large_instruct,self,320
length_only_cv_mae,0.20339261726971106,0.20216867232441427,0.20460937341872662,10000,scenario_id,style_axis,qwen36_35b_a3b,Qwen3.6,MoE,multilingual_e5_large_instruct,self,320
isotonic_cv_mae,0.1495874233992649,0.1455947189288364,0.15362481528660973,10000,scenario_id,style_axis,qwen36_35b_a3b,Qwen3.6,MoE,multilingual_e5_large_instruct,self,320
endpoint_separation,0.27222713578461094,0.2682733146883438,0.2761620011201503,10000,scenario_id,style_axis,qwen36_35b_a3b,Qwen3.6,MoE,multilingual_e5_large_instruct,self,320
interior_calibration_error,0.16647974551020303,0.1624645721960827,0.17059984414624813,10000,scenario_id,style_axis,qwen36_35b_a3b,Qwen3.6,MoE,text2vec_base_chinese,self,320
median_absolute_error,0.15485334446350818,0.14984593628289972,0.15973229689951807,10000,scenario_id,style_axis,qwen36_35b_a3b,Qwen3.6,MoE,text2vec_base_chinese,self,320
normalized_off_axis_drift,0.6852185599493864,0.6764870758741516,0.6941614673311376,10000,scenario_id,style_axis,qwen36_35b_a3b,Qwen3.6,MoE,text2vec_base_chinese,self,320
interpolation_distance_mean,0.7159683266150605,0.7070864721043403,0.7249293491537554,10000,scenario_id,style_axis,qwen36_35b_a3b,Qwen3.6,MoE,text2vec_base_chinese,self,320
interpolation_distance_rms,0.7280098964247325,0.7186103652767986,0.7376460449140531,10000,scenario_id,style_axis,qwen36_35b_a3b,Qwen3.6,MoE,text2vec_base_chinese,self,320
out_of_range_rate,0.003125,0.0016666666666666666,0.004791666666666668,10000,scenario_id,style_axis,qwen36_35b_a3b,Qwen3.6,MoE,text2vec_base_chinese,self,320
nearest_neighbor_mean_rank,3.978125,3.941661458333333,4.014374999999999,10000,scenario_id,style_axis,qwen36_35b_a3b,Qwen3.6,MoE,text2vec_base_chinese,self,320
nearest_neighbor_mean_rank_normalized,0.4963541666666666,0.49027690972222215,0.5023958333333333,10000,scenario_id,style_axis,qwen36_35b_a3b,Qwen3.6,MoE,text2vec_base_chinese,self,320
spearman_monotonicity,0.7718749999999999,0.7415624999999999,0.8009374999999999,10000,scenario_id,style_axis,qwen36_35b_a3b,Qwen3.6,MoE,text2vec_base_chinese,self,320
pearson_correlation,0.7801398720051234,0.7522370139450169,0.8077063776027799,10000,scenario_id,style_axis,qwen36_35b_a3b,Qwen3.6,MoE,text2vec_base_chinese,self,320
calibration_slope,0.47406021447996116,0.4529167313072066,0.4947247764754291,10000,scenario_id,style_axis,qwen36_35b_a3b,Qwen3.6,MoE,text2vec_base_chinese,self,320
calibration_intercept,0.26830174438072735,0.2544506239815403,0.28242518737622296,10000,scenario_id,style_axis,qwen36_35b_a3b,Qwen3.6,MoE,text2vec_base_chinese,self,320
constant_half_mae,0.19999999999999998,0.19999999999999998,0.19999999999999998,10000,scenario_id,style_axis,qwen36_35b_a3b,Qwen3.6,MoE,text2vec_base_chinese,self,320
endpoint_distance_ratio_mae,0.17169770530796796,0.16994573059032803,0.17349329629772625,10000,scenario_id,style_axis,qwen36_35b_a3b,Qwen3.6,MoE,text2vec_base_chinese,self,320
length_only_cv_mae,0.20339261726971106,0.20216867232441427,0.20460937341872662,10000,scenario_id,style_axis,qwen36_35b_a3b,Qwen3.6,MoE,text2vec_base_chinese,self,320
isotonic_cv_mae,0.14310341466493842,0.1389548756878999,0.1474127281083272,10000,scenario_id,style_axis,qwen36_35b_a3b,Qwen3.6,MoE,text2vec_base_chinese,self,320
endpoint_separation,0.5388758609108519,0.5324229149445516,0.545148375217722,10000,scenario_id,style_axis,qwen36_35b_a3b,Qwen3.6,MoE,text2vec_base_chinese,self,320
