model,projection_mae,projection_spearman,projection_endpoint_attraction,interpolation_distance_mean,off_axis_drift_mean,nearest_neighbor_top1_rate,nearest_neighbor_mean_rank,n
qwen35_35b_a3b,0.12152893394087856,0.8909932593395442,0.044444444444444446,0.2701023854315281,0.2576902863525209,0.2857142857142857,2.9595238095238097,420
qwen35_4b,0.15482996345638414,0.8247115182625447,0.044444444444444446,0.28209757755200066,0.2668934538960457,0.2857142857142857,3.3285714285714287,420
qwen35_9b,0.11737424694408181,0.9054425895452931,0.05,0.2898828348588376,0.2777888412276904,0.2857142857142857,2.9238095238095236,420
