model,projection_mae,projection_spearman,projection_endpoint_attraction,interpolation_distance_mean,off_axis_drift_mean,nearest_neighbor_top1_rate,nearest_neighbor_mean_rank,n,judge_mae,judge_spearman,content_preservation_mean,naturalness_mean,endpoint_attraction,parse_ok_rate,pairwise_monotonic_violation,pairwise_tie_rate
qwen35_35b_a3b,0.1215289339408785,0.8909932593395442,0.0444444444444444,0.2701023854315281,0.2576902863525209,0.2857142857142857,2.9595238095238097,420,0.1540238095238095,0.8336367551522488,5.0,4.595238095238095,0.4333333333333333,1.0,0.3444444444444444,0.0
qwen35_4b,0.1548299634563841,0.8247115182625447,0.0444444444444444,0.2820975775520006,0.2668934538960457,0.2857142857142857,3.3285714285714287,420,0.2217857142857142,0.6906525677200822,4.957142857142857,4.433333333333334,0.6277777777777778,1.0,0.1787709497206704,0.0949720670391061
qwen35_9b,0.1173742469440818,0.9054425895452932,0.05,0.2898828348588376,0.2777888412276904,0.2857142857142857,2.923809523809524,420,0.1258809523809524,0.8840711599949969,4.980952380952381,4.411904761904762,0.6222222222222222,1.0,0.1333333333333333,0.0833333333333333
