model,axis_id,projection_mae,projection_spearman,smoothness,endpoint_attraction,interpolation_distance_mean,off_axis_drift_mean,nearest_neighbor_top1_rate,n
qwen35_35b_a3b,emotion_apology,0.11740057525607617,0.9245970217522687,0.21989644857444354,0.08333333333333333,0.24926932752132416,0.23830534368753434,0.2857142857142857,140
qwen35_35b_a3b,empathy_clinical,0.12984322555587116,0.8901144457716997,0.15714963671357626,0.03333333333333333,0.26590550179992406,0.2517278117792947,0.2857142857142857,140
qwen35_35b_a3b,formality_request,0.11734300101068834,0.9182988920283363,0.1497340699894111,0.016666666666666666,0.2951323269733361,0.28303770359073366,0.2857142857142857,140
qwen35_4b,emotion_apology,0.13813488787370318,0.8805423696845401,0.12796295386413345,0.016666666666666666,0.27082668755735667,0.2594937650220735,0.2857142857142857,140
qwen35_4b,empathy_clinical,0.1652361341751265,0.7699317126773628,0.28016876782269495,0.08333333333333333,0.2859358687485967,0.26823324071509497,0.2857142857142857,140
qwen35_4b,formality_request,0.16111886832032277,0.8315297949049174,0.14001382323790224,0.03333333333333333,0.28953017635004863,0.2729533559509686,0.2857142857142857,140
qwen35_9b,emotion_apology,0.09831761391733695,0.9427608642510773,0.13986339197075917,0.03333333333333333,0.28712195573108534,0.2790862252669675,0.2857142857142857,140
qwen35_9b,empathy_clinical,0.14156340946326815,0.8639684972002917,0.18832805847611464,0.06666666666666667,0.28270678009305683,0.26638821001563756,0.2857142857142857,140
qwen35_9b,formality_request,0.11224171745164038,0.9145764179944408,0.12108506342643663,0.05,0.29981976875237054,0.2878920884004661,0.2857142857142857,140
