model,axis_id,projection_mae,projection_spearman,smoothness,endpoint_attraction,interpolation_distance_mean,off_axis_drift_mean,nearest_neighbor_top1_rate,n
qwen35_35b_a3b,emotion_apology,0.1337822444628467,0.8707145906881449,0.13422997336950954,0.05,0.26603002335344045,0.2471871784755162,0.2857142857142857,280
qwen35_35b_a3b,empathy_clinical,0.15287066766617677,0.8738166097403968,0.15608602104254352,0.058333333333333334,0.28950975010437624,0.26934942480708873,0.2857142857142857,280
qwen35_35b_a3b,formality_request,0.11512826705334547,0.9240693183868766,0.15747468313885396,0.05,0.2419100496917963,0.23199375607073308,0.2857142857142857,280
qwen35_4b,emotion_apology,0.1700945193303082,0.832830897378804,0.16263743690360208,0.15833333333333333,0.26908664341483796,0.24615207575261594,0.2857142857142857,280
qwen35_4b,empathy_clinical,0.162613995882379,0.7885332430824161,0.15208793221356212,0.025,0.2811963050493172,0.264865365039025,0.2857142857142857,280
qwen35_4b,formality_request,0.14488432688085606,0.8399381302340178,0.12133573132626538,0.016666666666666666,0.25340045408478806,0.2373147444001266,0.2857142857142857,280
qwen35_9b,emotion_apology,0.12341938303003488,0.8933150152116941,0.16767802327947914,0.10833333333333334,0.27394394725561144,0.25974424071609975,0.2857142857142857,280
qwen35_9b,empathy_clinical,0.13345993934369205,0.8777384481136009,0.1574152391752157,0.03333333333333333,0.3088294756199632,0.2951712548732758,0.2892857142857143,280
qwen35_9b,formality_request,0.1050644377490093,0.9250598890742668,0.15110840468172287,0.06666666666666667,0.2499698245631797,0.2406978780137641,0.2857142857142857,280
