model,projection_mae,projection_spearman,projection_endpoint_attraction,interpolation_distance_mean,off_axis_drift_mean,nearest_neighbor_top1_rate,nearest_neighbor_mean_rank,n
qwen35_35b_a3b,0.1347636269391209,0.9229123285615893,0.0,0.7063123106956481,0.6804583904289064,0.2857142857142857,3.0238095238095237,420
qwen35_4b,0.1629535736752653,0.8473512758716003,0.0,0.72303779621919,0.6887700001398722,0.2857142857142857,3.3523809523809525,420
qwen35_9b,0.1311263409699448,0.9443605199806947,0.0,0.7268806487321854,0.7020674462829317,0.2857142857142857,3.0142857142857142,420
