model,axis_id,n_generations,n_scenarios,n_seeds,n_ratios,mean_output_chars,mean_zh_chars,length_violation_rate,think_block_rate
qwen35_9b,concision_detail,21,3,1,7,140.0952380952381,126.76190476190476,0.14285714285714285,0.0
qwen35_9b,emotion_apology,14,2,1,7,113.21428571428571,103.78571428571429,0.0,0.0
qwen35_9b,empathy_clinical,14,2,1,7,143.35714285714286,131.64285714285714,0.14285714285714285,0.0
qwen35_9b,expertise_explain,21,3,1,7,152.66666666666666,134.71428571428572,0.2857142857142857,0.0
qwen35_9b,formality_request,14,2,1,7,128.85714285714286,116.78571428571429,0.14285714285714285,0.0
qwen35_9b,humor_neutral,14,2,1,7,123.5,110.0,0.21428571428571427,0.0
qwen35_9b,objectivity_cat,14,2,1,7,140.0,126.71428571428571,0.21428571428571427,0.0
qwen35_9b,politeness_refusal,14,2,1,7,99.28571428571429,90.14285714285714,0.14285714285714285,0.0
