timestamp_utc,gpu_index,gpu_name,memory_used_mib,memory_total_mib,utilization_gpu_percent,temperature_c,power_draw_w
2026-09-15T12:16:06.374203Z,1,NVIDIA L20Z,68016,81559,15,40,176.46
2026-09-15T12:16:06.374203Z,2,NVIDIA L20Z,35180,81559,0,37,126.51
2026-09-15T12:16:06.374203Z,3,NVIDIA L20Z,35180,81559,0,35,127.16
2026-09-15T12:16:06.374203Z,4,NVIDIA L20Z,70762,81559,0,34,121.26
2026-09-15T12:16:06.374203Z,5,NVIDIA L20Z,70122,81559,0,38,121.46
2026-09-15T12:16:06.374203Z,6,NVIDIA L20Z,35180,81559,0,35,124.27
2026-09-15T12:16:06.374203Z,7,NVIDIA L20Z,35180,81559,0,36,119.46
2026-09-15T12:16:11.524656Z,0,NVIDIA L20Z,68096,81559,52,47,328.76
2026-09-15T12:16:11.524656Z,1,NVIDIA L20Z,68016,81559,15,36,240.99
2026-09-15T12:16:11.524656Z,2,NVIDIA L20Z,35180,81559,0,37,126.48
2026-09-15T12:16:11.524656Z,3,NVIDIA L20Z,35180,81559,0,35,127.28
2026-09-15T12:16:11.524656Z,4,NVIDIA L20Z,71580,81559,22,36,161.12
2026-09-15T12:16:11.524656Z,5,NVIDIA L20Z,71070,81559,24,39,140.21
2026-09-15T12:16:11.524656Z,6,NVIDIA L20Z,35180,81559,0,34,119.96
2026-09-15T12:16:11.524656Z,7,NVIDIA L20Z,35180,81559,0,36,115.14
2026-09-15T12:16:16.826308Z,0,NVIDIA L20Z,68096,81559,43,47,341.82
2026-09-15T12:16:16.826308Z,1,NVIDIA L20Z,68018,81559,86,40,384.25
2026-09-15T12:16:16.826308Z,2,NVIDIA L20Z,35180,81559,0,37,126.47
2026-09-15T12:16:16.826308Z,3,NVIDIA L20Z,35180,81559,0,35,127.35
2026-09-15T12:16:16.826308Z,4,NVIDIA L20Z,71710,81559,100,46,381.06
2026-09-15T12:16:16.826308Z,5,NVIDIA L20Z,71070,81559,5,45,352.29
2026-09-15T12:16:16.826308Z,6,NVIDIA L20Z,35180,81559,0,34,119.79
2026-09-15T12:16:16.826308Z,7,NVIDIA L20Z,35180,81559,0,36,114.82
2026-09-15T12:16:21.990550Z,0,NVIDIA L20Z,68096,81559,0,43,145.20
2026-09-15T12:16:21.990550Z,1,NVIDIA L20Z,68020,81559,17,41,356.36
2026-09-15T12:16:21.990550Z,2,NVIDIA L20Z,35180,81559,2,37,126.60
2026-09-15T12:16:21.990550Z,3,NVIDIA L20Z,35180,81559,0,35,127.25
2026-09-15T12:16:21.990550Z,4,NVIDIA L20Z,71710,81559,70,46,505.82
2026-09-15T12:16:21.990550Z,5,NVIDIA L20Z,71070,81559,76,46,291.53
2026-09-15T12:16:21.990550Z,6,NVIDIA L20Z,35180,81559,0,34,119.95
2026-09-15T12:16:21.990550Z,7,NVIDIA L20Z,35180,81559,0,36,115.02
2026-09-15T12:16:27.188649Z,0,NVIDIA L20Z,68096,81559,0,42,120.57
2026-09-15T12:16:27.188649Z,1,NVIDIA L20Z,68020,81559,89,45,451.82
2026-09-15T12:16:27.188649Z,2,NVIDIA L20Z,35180,81559,1,37,126.54
2026-09-15T12:16:27.188649Z,3,NVIDIA L20Z,35180,81559,1,35,127.29
2026-09-15T12:16:27.188649Z,4,NVIDIA L20Z,71710,81559,93,48,503.13
2026-09-15T12:16:27.188649Z,5,NVIDIA L20Z,71070,81559,93,51,500.70
2026-09-15T12:16:27.188649Z,6,NVIDIA L20Z,35180,81559,0,34,119.75
2026-09-15T12:16:27.188649Z,7,NVIDIA L20Z,35180,81559,0,36,115.01
2026-09-15T12:16:32.388957Z,0,NVIDIA L20Z,68096,81559,0,41,119.65
2026-09-15T12:16:32.388957Z,1,NVIDIA L20Z,68020,81559,63,40,317.38
2026-09-15T12:16:32.388957Z,2,NVIDIA L20Z,35180,81559,1,37,126.50
2026-09-15T12:16:32.388957Z,3,NVIDIA L20Z,35180,81559,0,35,127.21
2026-09-15T12:16:32.388957Z,4,NVIDIA L20Z,71710,81559,93,47,435.35
2026-09-15T12:16:32.388957Z,5,NVIDIA L20Z,71070,81559,54,49,334.46
2026-09-15T12:16:32.388957Z,6,NVIDIA L20Z,35180,81559,0,34,119.83
2026-09-15T12:16:32.388957Z,7,NVIDIA L20Z,35180,81559,0,36,115.19
2026-09-15T12:16:37.609548Z,0,NVIDIA L20Z,68096,81559,0,41,119.35
2026-09-15T12:16:37.609548Z,1,NVIDIA L20Z,68020,81559,64,45,447.86
2026-09-15T12:16:37.609548Z,2,NVIDIA L20Z,69186,81559,0,37,129.12
2026-09-15T12:16:37.609548Z,3,NVIDIA L20Z,69186,81559,0,35,131.92
2026-09-15T12:16:37.609548Z,4,NVIDIA L20Z,71710,81559,37,45,353.70
2026-09-15T12:16:37.609548Z,5,NVIDIA L20Z,71070,81559,81,54,395.08
2026-09-15T12:16:37.609548Z,6,NVIDIA L20Z,35180,81559,0,34,119.89
2026-09-15T12:16:37.609548Z,7,NVIDIA L20Z,35180,81559,0,36,115.09
2026-09-15T12:16:42.772157Z,0,NVIDIA L20Z,68096,81559,0,40,119.13
2026-09-15T12:16:42.772157Z,1,NVIDIA L20Z,68020,81559,65,45,389.04
2026-09-15T12:16:42.772157Z,2,NVIDIA L20Z,69186,81559,0,37,122.20
2026-09-15T12:16:42.772157Z,3,NVIDIA L20Z,69186,81559,0,35,122.89
2026-09-15T12:16:42.772157Z,4,NVIDIA L20Z,71710,81559,88,47,404.23
2026-09-15T12:16:42.772157Z,5,NVIDIA L20Z,71070,81559,75,55,486.08
2026-09-15T12:16:42.772157Z,6,NVIDIA L20Z,35180,81559,0,34,119.76
2026-09-15T12:16:42.772157Z,7,NVIDIA L20Z,35180,81559,0,36,115.10
2026-09-15T12:16:47.923471Z,0,NVIDIA L20Z,68096,81559,0,40,119.10
2026-09-15T12:16:47.923471Z,1,NVIDIA L20Z,68020,81559,43,49,306.67
2026-09-15T12:16:47.923471Z,2,NVIDIA L20Z,69150,81559,0,37,132.30
2026-09-15T12:16:47.923471Z,3,NVIDIA L20Z,69150,81559,0,35,132.99
2026-09-15T12:16:47.923471Z,4,NVIDIA L20Z,71710,81559,72,49,467.96
2026-09-15T12:16:47.923471Z,5,NVIDIA L20Z,71070,81559,91,53,377.88
2026-09-15T12:16:47.923471Z,6,NVIDIA L20Z,35180,81559,0,34,119.83
2026-09-15T12:16:47.923471Z,7,NVIDIA L20Z,35180,81559,0,36,114.95
2026-09-15T12:16:53.082264Z,0,NVIDIA L20Z,68096,81559,0,40,119.00
2026-09-15T12:16:53.082264Z,1,NVIDIA L20Z,68020,81559,19,41,273.22
