timestamp_utc,gpu_index,gpu_name,memory_used_mib,memory_total_mib,utilization_gpu_percent,temperature_c,power_draw_w
2026-09-15T12:25:18.626475Z,4,NVIDIA L20Z,72258,81559,61,51,379.60
2026-09-15T12:25:18.626475Z,5,NVIDIA L20Z,71618,81559,96,66,505.67
2026-09-15T12:25:18.626475Z,6,NVIDIA L20Z,70654,81559,0,35,123.83
2026-09-15T12:25:18.626475Z,7,NVIDIA L20Z,70014,81559,0,37,119.60
2026-09-15T12:25:23.782799Z,0,NVIDIA L20Z,4,81559,0,33,70.13
2026-09-15T12:25:23.782799Z,1,NVIDIA L20Z,4,81559,0,30,69.90
2026-09-15T12:25:23.782799Z,2,NVIDIA L20Z,71320,81559,57,54,344.57
2026-09-15T12:25:23.782799Z,3,NVIDIA L20Z,70680,81559,89,48,331.48
2026-09-15T12:25:23.782799Z,4,NVIDIA L20Z,72258,81559,36,52,372.76
2026-09-15T12:25:23.782799Z,5,NVIDIA L20Z,71618,81559,67,65,425.12
2026-09-15T12:25:23.782799Z,6,NVIDIA L20Z,70654,81559,0,35,123.77
2026-09-15T12:25:23.782799Z,7,NVIDIA L20Z,70014,81559,0,37,119.66
2026-09-15T12:25:29.222999Z,0,NVIDIA L20Z,4,81559,0,33,70.10
2026-09-15T12:25:29.222999Z,1,NVIDIA L20Z,4,81559,0,30,69.87
2026-09-15T12:25:29.222999Z,2,NVIDIA L20Z,71320,81559,40,54,309.94
2026-09-15T12:25:29.222999Z,3,NVIDIA L20Z,70680,81559,69,47,328.70
2026-09-15T12:25:29.222999Z,4,NVIDIA L20Z,72258,81559,100,59,522.78
2026-09-15T12:25:29.222999Z,5,NVIDIA L20Z,71618,81559,100,67,548.53
2026-09-15T12:25:29.222999Z,6,NVIDIA L20Z,70664,81559,0,35,121.06
2026-09-15T12:25:29.222999Z,7,NVIDIA L20Z,70024,81559,0,37,116.30
2026-09-15T12:25:34.537236Z,0,NVIDIA L20Z,4,81559,0,33,70.16
2026-09-15T12:25:34.537236Z,1,NVIDIA L20Z,4,81559,0,31,121.14
2026-09-15T12:25:34.537236Z,2,NVIDIA L20Z,71320,81559,74,54,342.20
2026-09-15T12:25:34.537236Z,3,NVIDIA L20Z,70680,81559,43,46,293.59
2026-09-15T12:25:34.537236Z,4,NVIDIA L20Z,72260,81559,46,52,381.69
2026-09-15T12:25:34.537236Z,5,NVIDIA L20Z,71620,81559,90,64,427.68
2026-09-15T12:25:34.537236Z,6,NVIDIA L20Z,70664,81559,0,35,120.57
2026-09-15T12:25:34.537236Z,7,NVIDIA L20Z,70024,81559,0,37,116.07
2026-09-15T12:25:39.857532Z,0,NVIDIA L20Z,2705,81559,20,36,233.95
2026-09-15T12:25:39.857532Z,1,NVIDIA L20Z,4,81559,0,30,69.87
2026-09-15T12:25:39.857532Z,2,NVIDIA L20Z,71320,81559,45,55,321.03
2026-09-15T12:25:39.857532Z,3,NVIDIA L20Z,70680,81559,49,47,329.91
2026-09-15T12:25:39.857532Z,4,NVIDIA L20Z,72260,81559,32,51,393.14
2026-09-15T12:25:39.857532Z,5,NVIDIA L20Z,71620,81559,93,66,508.21
2026-09-15T12:25:39.857532Z,6,NVIDIA L20Z,70664,81559,0,35,120.62
2026-09-15T12:25:39.857532Z,7,NVIDIA L20Z,70024,81559,0,37,116.02
2026-09-15T12:25:45.161627Z,0,NVIDIA L20Z,3015,81559,0,36,118.36
2026-09-15T12:25:45.161627Z,1,NVIDIA L20Z,4,81559,0,30,69.97
2026-09-15T12:25:45.161627Z,2,NVIDIA L20Z,71320,81559,72,54,299.27
2026-09-15T12:25:45.161627Z,3,NVIDIA L20Z,70680,81559,45,48,344.80
2026-09-15T12:25:45.161627Z,4,NVIDIA L20Z,72260,81559,91,53,474.20
2026-09-15T12:25:45.161627Z,5,NVIDIA L20Z,71620,81559,73,64,513.46
2026-09-15T12:25:45.161627Z,6,NVIDIA L20Z,70664,81559,0,35,125.14
2026-09-15T12:25:45.161627Z,7,NVIDIA L20Z,70024,81559,0,37,119.50
2026-09-15T12:25:50.367790Z,0,NVIDIA L20Z,4,81559,0,34,70.03
2026-09-15T12:25:50.367790Z,1,NVIDIA L20Z,4,81559,0,30,69.92
2026-09-15T12:25:50.367790Z,2,NVIDIA L20Z,71320,81559,87,56,364.30
2026-09-15T12:25:50.367790Z,3,NVIDIA L20Z,70680,81559,86,49,365.55
2026-09-15T12:25:50.367790Z,4,NVIDIA L20Z,72260,81559,31,49,350.25
2026-09-15T12:25:50.367790Z,5,NVIDIA L20Z,71620,81559,89,66,502.58
2026-09-15T12:25:50.367790Z,6,NVIDIA L20Z,70664,81559,0,35,124.93
2026-09-15T12:25:50.367790Z,7,NVIDIA L20Z,70024,81559,0,37,120.36
2026-09-15T12:25:55.531163Z,0,NVIDIA L20Z,4,81559,0,34,70.23
2026-09-15T12:25:55.531163Z,1,NVIDIA L20Z,4,81559,0,30,69.90
2026-09-15T12:25:55.531163Z,2,NVIDIA L20Z,71320,81559,39,53,306.67
2026-09-15T12:25:55.531163Z,3,NVIDIA L20Z,70680,81559,72,49,347.42
2026-09-15T12:25:55.531163Z,4,NVIDIA L20Z,72262,81559,90,52,468.37
2026-09-15T12:25:55.531163Z,5,NVIDIA L20Z,71622,81559,35,63,406.06
2026-09-15T12:25:55.531163Z,6,NVIDIA L20Z,70664,81559,0,35,125.32
2026-09-15T12:25:55.531163Z,7,NVIDIA L20Z,70024,81559,0,37,120.37
2026-09-15T12:26:00.697409Z,0,NVIDIA L20Z,4,81559,0,33,70.23
2026-09-15T12:26:00.697409Z,1,NVIDIA L20Z,4,81559,0,30,69.88
2026-09-15T12:26:00.697409Z,2,NVIDIA L20Z,71320,81559,84,55,346.20
2026-09-15T12:26:00.697409Z,3,NVIDIA L20Z,70680,81559,84,48,338.64
2026-09-15T12:26:00.697409Z,4,NVIDIA L20Z,72262,81559,52,51,520.36
2026-09-15T12:26:00.697409Z,5,NVIDIA L20Z,71622,81559,91,65,519.11
2026-09-15T12:26:00.697409Z,6,NVIDIA L20Z,71296,81559,90,38,285.85
2026-09-15T12:26:00.697409Z,7,NVIDIA L20Z,70656,81559,3,40,225.62
2026-09-15T12:26:05.872839Z,0,NVIDIA L20Z,4,81559,0,33,70.21
2026-09-15T12:26:05.872839Z,1,NVIDIA L20Z,4,81559,0,30,69.90
2026-09-15T12:26:05.872839Z,2,NVIDIA L20Z,71320,81559,0,48,130.76
2026-09-15T12:26:05.872839Z,3,NVIDIA L20Z,70680,81559,0,42,128.98
2026-09-15T12:26:05.872839Z,4,NVIDIA L20Z,72262,81559,89,53,423.52
2026-09-15T12:26:05.872839Z,5,NVIDIA L20Z,71622,81559,32,62,409.60
2026-09-15T12:26:05.872839Z,6,NVIDIA L20Z,71296,81559,90,42,343.91
2026-09-15T12:26:05.872839Z,7,NVIDIA L20Z,70656,81559,53,41,259.02
2026-09-15T12:26:11.056584Z,0,NVIDIA L20Z,4,81559,0,33,70.21
2026-09-15T12:26:11.056584Z,1,NVIDIA L20Z,4,81559,0,30,69.89
2026-09-15T12:26:11.056584Z,2,NVIDIA L20Z,71320,81559,0,47,130.67
2026-09-15T12:26:11.056584Z,3,NVIDIA L20Z,70680,81559,0,41,128.20
2026-09-15T12:26:11.056584Z,4,NVIDIA L20Z,72262,81559,86,53,425.78
2026-09-15T12:26:11.056584Z,5,NVIDIA L20Z,71622,81559,54,61,380.35
2026-09-15T12:26:11.056584Z,6,NVIDIA L20Z,71296,81559,53,41,300.85
2026-09-15T12:26:11.056584Z,7,NVIDIA L20Z,70656,81559,42,44,300.68
2026-09-15T12:26:16.240007Z,0,NVIDIA L20Z,4,81559,0,33,70.23
2026-09-15T12:26:16.240007Z,1,NVIDIA L20Z,4,81559,0,30,69.90
2026-09-15T12:26:16.240007Z,2,NVIDIA L20Z,71320,81559,0,46,129.76
2026-09-15T12:26:16.240007Z,3,NVIDIA L20Z,70680,81559,0,40,127.45
2026-09-15T12:26:16.240007Z,4,NVIDIA L20Z,72262,81559,93,55,506.84
2026-09-15T12:26:16.240007Z,5,NVIDIA L20Z,71622,81559,93,65,510.44
2026-09-15T12:26:16.240007Z,6,NVIDIA L20Z,71298,81559,45,42,312.68
2026-09-15T12:26:16.240007Z,7,NVIDIA L20Z,70658,81559,69,44,293.30
2026-09-15T12:26:21.453173Z,0,NVIDIA L20Z,4,81559,0,33,70.14
2026-09-15T12:26:21.453173Z,1,NVIDIA L20Z,4,81559,0,30,69.89
2026-09-15T12:26:21.453173Z,2,NVIDIA L20Z,71320,81559,0,45,129.12
2026-09-15T12:26:21.453173Z,3,NVIDIA L20Z,70680,81559,0,40,126.98
2026-09-15T12:26:21.453173Z,4,NVIDIA L20Z,72262,81559,18,53,390.17
2026-09-15T12:26:21.453173Z,5,NVIDIA L20Z,71622,81559,30,61,351.05
2026-09-15T12:26:21.453173Z,6,NVIDIA L20Z,71298,81559,44,45,362.17
2026-09-15T12:26:21.453173Z,7,NVIDIA L20Z,70658,81559,74,45,276.94
2026-09-15T12:26:26.626765Z,0,NVIDIA L20Z,4,81559,0,33,70.10
2026-09-15T12:26:26.626765Z,1,NVIDIA L20Z,4,81559,0,30,69.90
2026-09-15T12:26:26.626765Z,2,NVIDIA L20Z,71320,81559,0,45,128.72
2026-09-15T12:26:26.626765Z,3,NVIDIA L20Z,70680,81559,0,39,126.53
2026-09-15T12:26:26.626765Z,4,NVIDIA L20Z,72262,81559,71,54,447.52
2026-09-15T12:26:26.626765Z,5,NVIDIA L20Z,71622,81559,37,62,364.84
2026-09-15T12:26:26.626765Z,6,NVIDIA L20Z,71298,81559,40,44,327.30
2026-09-15T12:26:26.626765Z,7,NVIDIA L20Z,70658,81559,56,46,305.62
2026-09-15T12:26:31.795377Z,0,NVIDIA L20Z,4,81559,0,33,70.10
2026-09-15T12:26:31.795377Z,1,NVIDIA L20Z,4,81559,0,30,69.95
2026-09-15T12:26:31.795377Z,2,NVIDIA L20Z,71320,81559,0,44,128.12
2026-09-15T12:26:31.795377Z,3,NVIDIA L20Z,70680,81559,0,39,126.24
2026-09-15T12:26:31.795377Z,4,NVIDIA L20Z,72262,81559,92,55,546.71
2026-09-15T12:26:31.795377Z,5,NVIDIA L20Z,71622,81559,92,65,553.08
2026-09-15T12:26:31.795377Z,6,NVIDIA L20Z,71298,81559,81,45,367.50
2026-09-15T12:26:31.795377Z,7,NVIDIA L20Z,70658,81559,61,46,310.22
2026-09-15T12:26:37.028352Z,0,NVIDIA L20Z,4,81559,0,33,70.10
2026-09-15T12:26:37.028352Z,1,NVIDIA L20Z,4,81559,0,30,69.94
2026-09-15T12:26:37.028352Z,2,NVIDIA L20Z,71320,81559,0,43,127.57
2026-09-15T12:26:37.028352Z,3,NVIDIA L20Z,70680,81559,0,38,125.81
2026-09-15T12:26:37.028352Z,4,NVIDIA L20Z,72262,81559,88,55,458.32
2026-09-15T12:26:37.028352Z,5,NVIDIA L20Z,71622,81559,90,63,429.35
2026-09-15T12:26:37.028352Z,6,NVIDIA L20Z,71298,81559,84,46,387.45
2026-09-15T12:26:37.028352Z,7,NVIDIA L20Z,70658,81559,84,47,345.58
2026-09-15T12:26:42.188807Z,0,NVIDIA L20Z,4,81559,0,33,70.10
2026-09-15T12:26:42.188807Z,1,NVIDIA L20Z,4,81559,0,30,69.85
2026-09-15T12:26:42.188807Z,2,NVIDIA L20Z,71320,81559,0,43,127.24
2026-09-15T12:26:42.188807Z,3,NVIDIA L20Z,70680,81559,0,38,125.45
2026-09-15T12:26:42.188807Z,4,NVIDIA L20Z,72262,81559,64,55,463.28
2026-09-15T12:26:42.188807Z,5,NVIDIA L20Z,71622,81559,36,62,420.73
2026-09-15T12:26:42.188807Z,6,NVIDIA L20Z,71298,81559,78,47,350.03
2026-09-15T12:26:42.188807Z,7,NVIDIA L20Z,70658,81559,58,47,268.07
2026-09-15T12:26:47.346993Z,0,NVIDIA L20Z,4,81559,0,33,112.04
2026-09-15T12:26:47.346993Z,1,NVIDIA L20Z,35,81559,0,30,75.85
2026-09-15T12:26:47.346993Z,2,NVIDIA L20Z,71320,81559,0,42,127.15
2026-09-15T12:26:47.346993Z,3,NVIDIA L20Z,70680,81559,0,38,125.27
2026-09-15T12:26:47.346993Z,4,NVIDIA L20Z,72262,81559,15,53,401.87
2026-09-15T12:26:47.346993Z,5,NVIDIA L20Z,71622,81559,20,59,397.25
2026-09-15T12:26:47.346993Z,6,NVIDIA L20Z,71300,81559,86,48,360.75
2026-09-15T12:26:47.346993Z,7,NVIDIA L20Z,70660,81559,86,50,347.73
2026-09-15T12:26:52.600916Z,0,NVIDIA L20Z,4,81559,0,33,70.14
2026-09-15T12:26:52.600916Z,1,NVIDIA L20Z,4,81559,0,30,69.89
2026-09-15T12:26:52.600916Z,2,NVIDIA L20Z,71320,81559,0,42,131.39
2026-09-15T12:26:52.600916Z,3,NVIDIA L20Z,70680,81559,0,37,129.33
2026-09-15T12:26:52.600916Z,4,NVIDIA L20Z,72262,81559,52,52,374.61
2026-09-15T12:26:52.600916Z,5,NVIDIA L20Z,71622,81559,70,64,487.08
2026-09-15T12:26:52.600916Z,6,NVIDIA L20Z,71300,81559,34,45,303.94
2026-09-15T12:26:52.600916Z,7,NVIDIA L20Z,70660,81559,54,48,279.78
2026-09-15T12:26:57.905656Z,0,NVIDIA L20Z,4,81559,0,33,70.04
2026-09-15T12:26:57.905656Z,1,NVIDIA L20Z,4,81559,0,30,69.83
2026-09-15T12:26:57.905656Z,2,NVIDIA L20Z,71320,81559,0,42,130.95
2026-09-15T12:26:57.905656Z,3,NVIDIA L20Z,70680,81559,0,37,129.12
2026-09-15T12:26:57.905656Z,4,NVIDIA L20Z,72262,81559,33,52,370.68
2026-09-15T12:26:57.905656Z,5,NVIDIA L20Z,71622,81559,86,66,516.54
2026-09-15T12:26:57.905656Z,6,NVIDIA L20Z,71300,81559,32,45,281.76
2026-09-15T12:26:57.905656Z,7,NVIDIA L20Z,70660,81559,66,51,339.39
2026-09-15T12:27:03.068164Z,0,NVIDIA L20Z,4,81559,0,33,70.07
2026-09-15T12:27:03.068164Z,1,NVIDIA L20Z,4,81559,0,30,69.88
2026-09-15T12:27:03.068164Z,2,NVIDIA L20Z,71320,81559,0,41,130.79
2026-09-15T12:27:03.068164Z,3,NVIDIA L20Z,70680,81559,0,37,128.93
2026-09-15T12:27:03.068164Z,4,NVIDIA L20Z,72262,81559,41,52,444.80
2026-09-15T12:27:03.068164Z,5,NVIDIA L20Z,71622,81559,87,65,534.27
2026-09-15T12:27:03.068164Z,6,NVIDIA L20Z,71300,81559,46,46,256.57
2026-09-15T12:27:03.068164Z,7,NVIDIA L20Z,70660,81559,29,48,251.77
2026-09-15T12:27:08.232816Z,0,NVIDIA L20Z,4,81559,0,33,70.06
2026-09-15T12:27:08.232816Z,1,NVIDIA L20Z,4,81559,0,30,69.89
2026-09-15T12:27:08.232816Z,2,NVIDIA L20Z,71320,81559,0,41,130.20
2026-09-15T12:27:08.232816Z,3,NVIDIA L20Z,70680,81559,0,37,128.29
2026-09-15T12:27:08.232816Z,4,NVIDIA L20Z,72262,81559,39,51,339.51
2026-09-15T12:27:08.232816Z,5,NVIDIA L20Z,71622,81559,87,68,486.95
2026-09-15T12:27:08.232816Z,6,NVIDIA L20Z,71300,81559,47,46,275.65
2026-09-15T12:27:08.232816Z,7,NVIDIA L20Z,70660,81559,89,50,290.51
2026-09-15T12:27:13.391004Z,0,NVIDIA L20Z,4,81559,0,32,70.03
2026-09-15T12:27:13.391004Z,1,NVIDIA L20Z,4,81559,0,30,69.85
2026-09-15T12:27:13.391004Z,2,NVIDIA L20Z,71320,81559,0,41,129.99
2026-09-15T12:27:13.391004Z,3,NVIDIA L20Z,70680,81559,0,37,128.10
2026-09-15T12:27:13.391004Z,4,NVIDIA L20Z,72262,81559,91,51,438.49
2026-09-15T12:27:13.391004Z,5,NVIDIA L20Z,71622,81559,91,63,485.70
2026-09-15T12:27:13.391004Z,6,NVIDIA L20Z,71302,81559,79,47,324.69
2026-09-15T12:27:13.391004Z,7,NVIDIA L20Z,70662,81559,53,49,268.67
2026-09-15T12:27:18.556061Z,0,NVIDIA L20Z,4,81559,0,32,70.04
2026-09-15T12:27:18.556061Z,1,NVIDIA L20Z,4,81559,0,30,69.86
2026-09-15T12:27:18.556061Z,2,NVIDIA L20Z,71320,81559,0,40,129.84
2026-09-15T12:27:18.556061Z,3,NVIDIA L20Z,70680,81559,0,36,127.97
2026-09-15T12:27:18.556061Z,4,NVIDIA L20Z,72262,81559,46,50,342.78
2026-09-15T12:27:18.556061Z,5,NVIDIA L20Z,71622,81559,66,65,423.56
2026-09-15T12:27:18.556061Z,6,NVIDIA L20Z,71302,81559,72,46,316.24
2026-09-15T12:27:18.556061Z,7,NVIDIA L20Z,70662,81559,67,49,265.92
2026-09-15T12:27:23.736652Z,0,NVIDIA L20Z,4,81559,0,32,70.11
2026-09-15T12:27:23.736652Z,1,NVIDIA L20Z,4,81559,0,30,69.85
2026-09-15T12:27:23.736652Z,2,NVIDIA L20Z,71320,81559,0,40,128.67
2026-09-15T12:27:23.736652Z,3,NVIDIA L20Z,70680,81559,0,36,127.89
2026-09-15T12:27:23.736652Z,4,NVIDIA L20Z,72262,81559,57,51,371.76
2026-09-15T12:27:23.736652Z,5,NVIDIA L20Z,71622,81559,48,63,394.00
2026-09-15T12:27:23.736652Z,6,NVIDIA L20Z,71302,81559,41,46,257.07
2026-09-15T12:27:23.736652Z,7,NVIDIA L20Z,70662,81559,45,51,271.68
2026-09-15T12:27:28.917246Z,0,NVIDIA L20Z,4,81559,0,32,70.06
2026-09-15T12:27:28.917246Z,1,NVIDIA L20Z,4,81559,0,30,69.78
2026-09-15T12:27:28.917246Z,2,NVIDIA L20Z,71320,81559,0,40,128.52
2026-09-15T12:27:28.917246Z,3,NVIDIA L20Z,70680,81559,0,36,127.77
2026-09-15T12:27:28.917246Z,4,NVIDIA L20Z,72262,81559,93,52,495.76
2026-09-15T12:27:28.917246Z,5,NVIDIA L20Z,71622,81559,92,65,556.35
2026-09-15T12:27:28.917246Z,6,NVIDIA L20Z,71302,81559,39,46,312.50
2026-09-15T12:27:28.917246Z,7,NVIDIA L20Z,70662,81559,62,51,286.54
2026-09-15T12:27:34.084638Z,0,NVIDIA L20Z,4,81559,0,32,69.99
2026-09-15T12:27:34.084638Z,1,NVIDIA L20Z,4,81559,0,30,69.80
2026-09-15T12:27:34.084638Z,2,NVIDIA L20Z,71320,81559,0,40,128.32
2026-09-15T12:27:34.084638Z,3,NVIDIA L20Z,70680,81559,0,36,127.76
2026-09-15T12:27:34.084638Z,4,NVIDIA L20Z,72262,81559,43,50,372.46
2026-09-15T12:27:34.084638Z,5,NVIDIA L20Z,71622,81559,82,66,484.93
2026-09-15T12:27:34.084638Z,6,NVIDIA L20Z,71302,81559,83,48,361.02
2026-09-15T12:27:34.084638Z,7,NVIDIA L20Z,70662,81559,85,52,318.32
2026-09-15T12:27:39.356728Z,0,NVIDIA L20Z,531,81559,0,34,119.04
2026-09-15T12:27:39.356728Z,1,NVIDIA L20Z,4,81559,0,30,69.83
2026-09-15T12:27:39.356728Z,2,NVIDIA L20Z,71320,81559,0,39,128.26
2026-09-15T12:27:39.356728Z,3,NVIDIA L20Z,70680,81559,0,36,127.67
2026-09-15T12:27:39.356728Z,4,NVIDIA L20Z,72262,81559,92,50,473.39
2026-09-15T12:27:39.356728Z,5,NVIDIA L20Z,71622,81559,93,62,484.70
2026-09-15T12:27:39.356728Z,6,NVIDIA L20Z,71302,81559,68,48,346.80
2026-09-15T12:27:39.356728Z,7,NVIDIA L20Z,70662,81559,47,50,270.76
2026-09-15T12:27:44.633897Z,0,NVIDIA L20Z,4,81559,0,33,70.07
2026-09-15T12:27:44.633897Z,1,NVIDIA L20Z,4,81559,0,30,88.92
2026-09-15T12:27:44.633897Z,2,NVIDIA L20Z,71847,81559,0,39,126.05
2026-09-15T12:27:44.633897Z,3,NVIDIA L20Z,70680,81559,0,36,127.62
2026-09-15T12:27:44.633897Z,4,NVIDIA L20Z,72262,81559,83,55,486.62
2026-09-15T12:27:44.633897Z,5,NVIDIA L20Z,71622,81559,36,61,354.81
2026-09-15T12:27:44.633897Z,6,NVIDIA L20Z,71302,81559,36,51,356.07
2026-09-15T12:27:44.633897Z,7,NVIDIA L20Z,70662,81559,49,50,334.10
2026-09-15T12:27:49.931328Z,0,NVIDIA L20Z,4,81559,0,33,70.05
2026-09-15T12:27:49.931328Z,1,NVIDIA L20Z,4,81559,0,30,69.94
2026-09-15T12:27:49.931328Z,2,NVIDIA L20Z,71320,81559,0,39,128.12
