model,judge_mae,judge_spearman,content_preservation_mean,naturalness_mean,endpoint_attraction,parse_ok_rate,n
qwen35_9b,0.1864,0.7413927255439096,5.0,4.392,0.4814814814814814,0.992063492063492,126
