model,axis_id,judge_mae,judge_spearman,smoothness,endpoint_attraction,content_preservation_mean,n
qwen35_9b,emotion_apology,0.1192857142857143,0.9172654662441316,0.11850000000000001,0.45,4.942857142857143,140
qwen35_9b,empathy_clinical,0.17035714285714285,0.8636339383560623,0.2960000000000001,0.8166666666666667,5.0,140
qwen35_9b,formality_request,0.088,0.9195039600674448,0.20639999999999992,0.6,5.0,140
