model_id,family_version,architecture,encoder_id,anchor_mode,calibration_intercept_estimate,calibration_slope_estimate,constant_half_mae_estimate,endpoint_distance_ratio_mae_estimate,endpoint_separation_estimate,interior_calibration_error_estimate,interpolation_distance_mean_estimate,interpolation_distance_rms_estimate,isotonic_cv_mae_estimate,length_only_cv_mae_estimate,median_absolute_error_estimate,nearest_neighbor_mean_rank_estimate,nearest_neighbor_mean_rank_normalized_estimate,normalized_off_axis_drift_estimate,out_of_range_rate_estimate,pearson_correlation_estimate,spearman_monotonicity_estimate,calibration_intercept_ci_lower,calibration_slope_ci_lower,constant_half_mae_ci_lower,endpoint_distance_ratio_mae_ci_lower,endpoint_separation_ci_lower,interior_calibration_error_ci_lower,interpolation_distance_mean_ci_lower,interpolation_distance_rms_ci_lower,isotonic_cv_mae_ci_lower,length_only_cv_mae_ci_lower,median_absolute_error_ci_lower,nearest_neighbor_mean_rank_ci_lower,nearest_neighbor_mean_rank_normalized_ci_lower,normalized_off_axis_drift_ci_lower,out_of_range_rate_ci_lower,pearson_correlation_ci_lower,spearman_monotonicity_ci_lower,calibration_intercept_ci_upper,calibration_slope_ci_upper,constant_half_mae_ci_upper,endpoint_distance_ratio_mae_ci_upper,endpoint_separation_ci_upper,interior_calibration_error_ci_upper,interpolation_distance_mean_ci_upper,interpolation_distance_rms_ci_upper,isotonic_cv_mae_ci_upper,length_only_cv_mae_ci_upper,median_absolute_error_ci_upper,nearest_neighbor_mean_rank_ci_upper,nearest_neighbor_mean_rank_normalized_ci_upper,normalized_off_axis_drift_ci_upper,out_of_range_rate_ci_upper,pearson_correlation_ci_upper,spearman_monotonicity_ci_upper
qwen35_35b_a3b,Qwen3.5,MoE,bge_m3,self,0.3306246596010274,0.3073407108064418,0.1999999999999999,0.1842044114725363,0.5479099786051351,0.185756056259141,0.7417167304102084,0.7516646253162882,0.1701939717656827,0.2039841688428259,0.1688383237976085,4.172916666666668,0.5288194444444444,0.7048121199385416,0.0016666666666666,0.6766458281141517,0.6649999999999998,0.3177388121462354,0.2899743753398811,0.1999999999999999,0.1827486193267341,0.5395965369570973,0.1819178391903518,0.7335348401385205,0.7429445162559432,0.1666202922902522,0.2023818334347612,0.1639283273268069,4.136458333333334,0.5227430555555556,0.6964974516751951,0.000625,0.6449869324652877,0.6306249999999999,0.3440450666147013,0.3246372848759656,0.1999999999999999,0.1856164500260423,0.5562559759991451,0.1897685490428105,0.7502398419886454,0.7607249454430727,0.173756589267284,0.2056741366046016,0.1738096774794874,4.208541666666667,0.5347569444444444,0.7134027064628929,0.0029166666666666,0.7079180599663272,0.6987499999999999
qwen35_35b_a3b,Qwen3.5,MoE,multilingual_e5_large_instruct,self,0.3177397811802925,0.3894966640480897,0.1999999999999999,0.1775797668013916,0.2631781579975973,0.1864869332263736,0.695611873357456,0.7060012577971169,0.1672642326881286,0.2039841688428259,0.174462078465335,3.973958333333333,0.4956597222222221,0.6550816103015646,0.0029166666666666,0.7085664080310163,0.6959374999999999,0.3036228850105395,0.3696278515142925,0.1999999999999999,0.1757716412641078,0.2591640906827187,0.1818654536827578,0.6871718991502582,0.6970947551471326,0.1637632726683232,0.2023818334347612,0.1691840728728638,3.936453125,0.4894088541666666,0.6463231163833336,0.00125,0.6772944260328112,0.6628124999999999,0.3317789022127449,0.4093046548271685,0.1999999999999999,0.1794031269717504,0.2671212259808993,0.1911280714482125,0.703838409672917,0.7146848416305829,0.1707410229675816,0.2056741366046016,0.1798549930940021,4.011875,0.5019791666666666,0.6634813399243338,0.0049999999999999,0.7400559538844416,0.7293749999999999
qwen35_35b_a3b,Qwen3.5,MoE,text2vec_base_chinese,self,0.3081490117260402,0.3951826987992303,0.1999999999999999,0.1765327580837551,0.5318644952271256,0.1755025934093963,0.6993009526368168,0.7081386113376784,0.1579493392414429,0.2039841688428259,0.1613625061279099,3.96625,0.4943749999999999,0.6645149220031159,0.0016666666666666,0.7169912037269943,0.7096874999999999,0.2943409612446645,0.3757152793200942,0.1999999999999999,0.1748709881142996,0.5253341667888809,0.1714596723845375,0.6915797342396718,0.6999190755745683,0.1543375878898876,0.2023818334347612,0.1566952633103223,3.9275000000000007,0.4879166666666666,0.6566778088351222,0.000625,0.6889180254533389,0.6806249999999998,0.3221466392118995,0.4146741554492057,0.1999999999999999,0.1781984729245821,0.5383557784947467,0.1795917545411085,0.7071871181896091,0.7166085921211424,0.1615774602159914,0.2056741366046016,0.1660123370845949,4.005625,0.5009375,0.6725194796858729,0.0029166666666666,0.7453799326712346,0.7381249999999999
qwen35_4b,Qwen3.5,Dense,bge_m3,self,0.3467569836093703,0.1937125445207619,0.1999999999999999,0.1923692710108718,0.5234231873036126,0.2088578068459666,0.8054969146506494,0.8185042938339752,0.1843911571920073,0.2030527168134657,0.1877795467001088,4.4496875,0.5749479166666667,0.7629701472646913,0.0010416666666666,0.5236360602015988,0.4956249999999998,0.3344188650905857,0.1758282269895661,0.1999999999999999,0.1910268351283517,0.5149482892870877,0.2049780780640989,0.7970186120322038,0.8094455133859255,0.1812230192652821,0.2015256173059856,0.182856137892804,4.4179140625,0.56965234375,0.7541524978455877,0.0002083333333333,0.4830829006099942,0.45375,0.3590173937058569,0.2115903862840349,0.1999999999999999,0.1937070469513066,0.5317196212030978,0.2126672500881517,0.814172298981461,0.8279203211112137,0.1874344948740389,0.2047573640596387,0.1926111280885879,4.482708333333333,0.5804513888888888,0.7718620640665903,0.0022916666666666,0.5638845584664388,0.538125
qwen35_4b,Qwen3.5,Dense,multilingual_e5_large_instruct,self,0.3230343082771078,0.2638817911754567,0.1999999999999999,0.1872004388658957,0.2477133693787775,0.2020174216080385,0.7765809339397199,0.7902398553902872,0.1741791031776614,0.2030527168134657,0.1809502163833092,4.344270833333333,0.5573784722222221,0.7336532802802271,0.0025,0.5814723011508285,0.5549999999999999,0.310904327718393,0.2448736493216059,0.1999999999999999,0.185588918530093,0.2434994192389241,0.1978437761480014,0.7675081916362949,0.7805810865692461,0.1706164564164437,0.2015256173059856,0.1759879978130859,4.3090625000000005,0.5515104166666667,0.724260029214287,0.0012499999999999,0.5413809190988607,0.5118749999999999,0.3354820479970748,0.2830869674888226,0.1999999999999999,0.188848204011406,0.2518791775552846,0.2061261123869857,0.7855261485797708,0.7998427780642412,0.1777735503760229,0.2047573640596387,0.18588969943741,4.378229166666666,0.5630381944444445,0.743037403863245,0.0039583333333333,0.6200125522024378,0.5959374999999999
qwen35_4b,Qwen3.5,Dense,text2vec_base_chinese,self,0.3208648458182191,0.2746910388989132,0.1999999999999999,0.1860702404197252,0.5209025581144809,0.1946428590993126,0.7795367513019152,0.7913226159561603,0.1710590240972184,0.2030527168134657,0.173429647363458,4.3384375,0.55640625,0.7402839771737587,0.0027083333333333,0.5894310058061734,0.578125,0.3086999605153643,0.2553070349845569,0.1999999999999999,0.1844769466980197,0.5141543406069919,0.1904801070894283,0.7707935515295778,0.7821573682169161,0.1674644782752295,0.2015256173059856,0.1684218263692418,4.3035390625,0.5505898437499999,0.7315098413438846,0.00125,0.5504778577300166,0.5378124999999999,0.3329820798231876,0.2941892068278885,0.1999999999999999,0.187646088755437,0.5274219286228867,0.198755618958014,0.7886936009876063,0.8010656091776163,0.1746391803634469,0.2047573640596387,0.1784893353848173,4.373645833333333,0.5622743055555556,0.7496332992428463,0.004375,0.6267139795837433,0.6174999999999999
qwen35_9b,Qwen3.5,Dense,bge_m3,self,0.2515094894675002,0.4534737045229933,0.1999999999999999,0.1723428393105998,0.578795383417124,0.1613745242076134,0.7383898848473589,0.7487824656478304,0.1391461250621226,0.2035748737757541,0.149639948549705,4.048333333333334,0.5080555555555556,0.7101097823335666,0.000625,0.7936310217134902,0.7834374999999998,0.237948245173676,0.4324400037818943,0.1999999999999999,0.1705521737061184,0.570734554178752,0.1576129751596733,0.7295992961062145,0.7395799552574487,0.1350203034071682,0.2019902739729513,0.1450232868770725,4.01125,0.5018750000000001,0.7011107177815353,0.0,0.7684312983578367,0.7578124999999998,0.2645625906967671,0.4754958692719596,0.1999999999999999,0.1740487854504068,0.5864366113900515,0.1651160159480704,0.7470486985745219,0.7579795458476412,0.143187568023487,0.2052646233327108,0.1541719393123796,4.084583333333333,0.5140972222222222,0.7190684834314056,0.0014583333333333,0.8182793221263559,0.8093749999999998
qwen35_9b,Qwen3.5,Dense,multilingual_e5_large_instruct,self,0.2189535884061397,0.5738329707083816,0.1999999999999999,0.1610060114397158,0.2792543123640995,0.1584125475399398,0.6855643998797849,0.6960295005832592,0.1340577773391592,0.2035748737757541,0.1514157372661149,3.819583333333333,0.4699305555555555,0.6554011788172481,0.0008333333333333,0.8092336703244832,0.8046874999999998,0.2042201698784166,0.5500515315079685,0.1999999999999999,0.1588301333081615,0.2750956131369947,0.1542191302815028,0.6771662730283694,0.6870070014331326,0.1296949527919497,0.2019902739729513,0.1464977569787227,3.780208333333333,0.4633680555555555,0.6469096254841588,0.0002083333333333,0.7840634288232178,0.7787499999999998,0.233013614660381,0.5980483943295333,0.1999999999999999,0.1631410131454786,0.2833227966744334,0.1624788492613585,0.6939015428889119,0.7050465505299555,0.138400716698944,0.2052646233327108,0.1563948179492488,3.8575,0.4762499999999999,0.6640353572018025,0.0016666666666666,0.8337667381020479,0.8300078124999998
qwen35_9b,Qwen3.5,Dense,text2vec_base_chinese,self,0.2142923098996124,0.5811909948263777,0.1999999999999999,0.1596791559052912,0.5613217495738547,0.148488431494044,0.7003641058149233,0.709015184891056,0.1257396069251688,0.2035748737757541,0.1382593277861493,3.849583333333334,0.4749305555555555,0.6749421100758888,0.001875,0.8209478304518225,0.8103124999999999,0.201255138779335,0.5597399246724393,0.1999999999999999,0.1576573724540714,0.5545606258922019,0.1446493937707706,0.6924877581803367,0.7009056319936956,0.1215827123781651,0.2019902739729513,0.1338993124862344,3.810828125,0.4684713541666666,0.6671688732056572,0.0008333333333333,0.7962223686590749,0.7843749999999999,0.2269077643243606,0.6034718577403895,0.1999999999999999,0.161611533266403,0.5677122632181458,0.1522455854336003,0.7082399017956637,0.7171689869843278,0.1298058403261398,0.2052646233327108,0.1426551663997133,3.886875,0.4811458333333333,0.6828714024396945,0.003125,0.8445864891971495,0.8356249999999997
qwen36_27b,Qwen3.6,Dense,bge_m3,self,0.327863200947151,0.2945754959607488,0.1999999999999999,0.1845150663515572,0.6171033925836078,0.1896539137516285,0.7438145716310262,0.7575010727746968,0.1683390319614705,0.2013341204691682,0.1694578683397696,4.219270833333334,0.5365451388888888,0.7035329072855803,0.00125,0.6385532743973784,0.6103124999999998,0.3156613747012121,0.2753029672206146,0.1999999999999999,0.1829425053024914,0.6094984960414104,0.1854671924579541,0.735443788557564,0.748239189530588,0.1646857678679652,0.2006045248650616,0.1643104376984668,4.183020833333333,0.5305034722222223,0.6948579233680828,0.0002083333333333,0.6043370884455659,0.5731249999999999,0.3402570856178184,0.3137591472247077,0.1999999999999999,0.1861488573124462,0.6245837282019655,0.1938399673614163,0.7521620659782766,0.7667870422804552,0.1720339739283064,0.2021595033581861,0.1747491659195857,4.2551041666666665,0.5425173611111112,0.7121894146716347,0.0029166666666666,0.6720507354106472,0.6465624999999999
