model_id,encoder_id,metric,mean,median,p10,p90,pair_count
qwen36_35b_a3b,bge_m3,endpoint_task_changing_addition_any,0.005208333333333333,0.0,0.0,0.0,960
qwen36_35b_a3b,bge_m3,judge_intensity_a,18.322916666666668,5.0,0.0,75.0,960
qwen36_35b_a3b,bge_m3,judge_intensity_b,90.42708333333333,95.0,85.0,95.0,960
qwen36_35b_a3b,bge_m3,judge_endpoint_intensity_separation,72.10416666666667,85.0,5.0,95.0,960
qwen36_35b_a3b,bge_m3,judge_endpoint_absolute_error_mean,0.13947916666666668,0.07500000000000001,0.025000000000000022,0.475,960
qwen36_35b_a3b,multilingual_e5_large_instruct,endpoint_separation,0.2722271357846109,0.2705580953735307,0.17985091227046815,0.36522249463447776,960
qwen36_35b_a3b,multilingual_e5_large_instruct,endpoint_length_difference_b_minus_a,-0.3541666666666667,-2.0,-46.099999999999994,48.0,960
qwen36_35b_a3b,multilingual_e5_large_instruct,endpoint_length_absolute_difference,29.604166666666668,24.5,4.0,61.0,960
qwen36_35b_a3b,multilingual_e5_large_instruct,endpoint_content_coverage_mean,0.9923177083333333,1.0,1.0,1.0,960
qwen36_35b_a3b,multilingual_e5_large_instruct,endpoint_content_pass_rate,0.9744791666666667,1.0,1.0,1.0,960
qwen36_35b_a3b,multilingual_e5_large_instruct,endpoint_contradiction_any,0.0010416666666666667,0.0,0.0,0.0,960
qwen36_35b_a3b,multilingual_e5_large_instruct,endpoint_task_changing_addition_any,0.005208333333333333,0.0,0.0,0.0,960
qwen36_35b_a3b,multilingual_e5_large_instruct,judge_intensity_a,18.322916666666668,5.0,0.0,75.0,960
qwen36_35b_a3b,multilingual_e5_large_instruct,judge_intensity_b,90.42708333333333,95.0,85.0,95.0,960
qwen36_35b_a3b,multilingual_e5_large_instruct,judge_endpoint_intensity_separation,72.10416666666667,85.0,5.0,95.0,960
qwen36_35b_a3b,multilingual_e5_large_instruct,judge_endpoint_absolute_error_mean,0.13947916666666668,0.07500000000000001,0.025000000000000022,0.475,960
qwen36_35b_a3b,text2vec_base_chinese,endpoint_separation,0.538875860910852,0.547660748519254,0.36830237504058816,0.684328018338233,960
qwen36_35b_a3b,text2vec_base_chinese,endpoint_length_difference_b_minus_a,-0.3541666666666667,-2.0,-46.099999999999994,48.0,960
qwen36_35b_a3b,text2vec_base_chinese,endpoint_length_absolute_difference,29.604166666666668,24.5,4.0,61.0,960
qwen36_35b_a3b,text2vec_base_chinese,endpoint_content_coverage_mean,0.9923177083333333,1.0,1.0,1.0,960
qwen36_35b_a3b,text2vec_base_chinese,endpoint_content_pass_rate,0.9744791666666667,1.0,1.0,1.0,960
qwen36_35b_a3b,text2vec_base_chinese,endpoint_contradiction_any,0.0010416666666666667,0.0,0.0,0.0,960
qwen36_35b_a3b,text2vec_base_chinese,endpoint_task_changing_addition_any,0.005208333333333333,0.0,0.0,0.0,960
qwen36_35b_a3b,text2vec_base_chinese,judge_intensity_a,18.322916666666668,5.0,0.0,75.0,960
qwen36_35b_a3b,text2vec_base_chinese,judge_intensity_b,90.42708333333333,95.0,85.0,95.0,960
qwen36_35b_a3b,text2vec_base_chinese,judge_endpoint_intensity_separation,72.10416666666667,85.0,5.0,95.0,960
qwen36_35b_a3b,text2vec_base_chinese,judge_endpoint_absolute_error_mean,0.13947916666666668,0.07500000000000001,0.025000000000000022,0.475,960
