model_id,encoder_id,method,statistic,estimate,ci_lower,ci_upper,scenario_count,incremental_cost,mean_llm_judge_latency_seconds,total_llm_judge_output_tokens_all_models,human_style_correlation,human_style_mae,human_validation_status
qwen35_4b,multilingual_e5_large_instruct,length_only_grouped_cv,spearman,0.036779636762699575,-0.022293162597383877,0.09428422799295115,320,deterministic local computation,,0,,,external_pending
qwen35_4b,multilingual_e5_large_instruct,length_only_grouped_cv,pearson,0.04040359552446511,-0.01735471726918625,0.09879971280031478,320,deterministic local computation,,0,,,external_pending
qwen35_4b,multilingual_e5_large_instruct,length_only_grouped_cv,calibration_slope,0.00024438043567246126,-0.0019693490214294277,0.002383075001185226,320,deterministic local computation,,0,,,external_pending
qwen35_4b,multilingual_e5_large_instruct,length_only_grouped_cv,calibration_intercept,0.49976244308859813,0.49867934493846966,0.5008279364848811,320,deterministic local computation,,0,,,external_pending
qwen35_4b,multilingual_e5_large_instruct,raw_projection,mae,0.20201742160803854,0.1978031984993868,0.20616943587281938,320,sentence-encoder inference; no LLM request,,0,,,external_pending
qwen35_4b,multilingual_e5_large_instruct,raw_projection,median_absolute_error,0.18095021638330927,0.17607978762121423,0.1860228317575617,320,sentence-encoder inference; no LLM request,,0,,,external_pending
qwen35_4b,multilingual_e5_large_instruct,raw_projection,spearman,0.5549999999999999,0.5131171874999998,0.5953124999999999,320,sentence-encoder inference; no LLM request,,0,,,external_pending
qwen35_4b,multilingual_e5_large_instruct,raw_projection,pearson,0.5814723011508285,0.5412716645687677,0.6198318099678163,320,sentence-encoder inference; no LLM request,,0,,,external_pending
qwen35_4b,multilingual_e5_large_instruct,raw_projection,calibration_slope,0.26388179117545674,0.24499119245130074,0.2825202920255923,320,sentence-encoder inference; no LLM request,,0,,,external_pending
qwen35_4b,multilingual_e5_large_instruct,raw_projection,calibration_intercept,0.3230343082771078,0.31039601974291237,0.3351016983005826,320,sentence-encoder inference; no LLM request,,0,,,external_pending
qwen35_4b,text2vec_base_chinese,constant_0.5,mae,0.19999999999999998,0.2,0.2,320,deterministic local computation,,0,,,external_pending
qwen35_4b,text2vec_base_chinese,constant_0.5,median_absolute_error,0.16666666666666669,0.16666666666666663,0.16666666666666663,320,deterministic local computation,,0,,,external_pending
qwen35_4b,text2vec_base_chinese,constant_0.5,spearman,,,,320,deterministic local computation,,0,,,external_pending
qwen35_4b,text2vec_base_chinese,constant_0.5,pearson,,,,320,deterministic local computation,,0,,,external_pending
qwen35_4b,text2vec_base_chinese,constant_0.5,calibration_slope,3.2878958044297755e-17,3.287895804429775e-17,3.287895804429775e-17,320,deterministic local computation,,0,,,external_pending
qwen35_4b,text2vec_base_chinese,constant_0.5,calibration_intercept,0.5,0.5,0.5,320,deterministic local computation,,0,,,external_pending
qwen35_4b,text2vec_base_chinese,endpoint_distance_ratio,mae,0.1888563663281147,0.18734778488229534,0.19033809726251427,320,sentence-encoder inference; no LLM request,,0,,,external_pending
qwen35_4b,text2vec_base_chinese,endpoint_distance_ratio,median_absolute_error,0.17330313291705854,0.17016652109915056,0.17648297458321802,320,sentence-encoder inference; no LLM request,,0,,,external_pending
qwen35_4b,text2vec_base_chinese,endpoint_distance_ratio,spearman,0.579375,0.5403125,0.616875,320,sentence-encoder inference; no LLM request,,0,,,external_pending
qwen35_4b,text2vec_base_chinese,endpoint_distance_ratio,pearson,0.5923711022881861,0.5536200820431032,0.6297998079038676,320,sentence-encoder inference; no LLM request,,0,,,external_pending
qwen35_4b,text2vec_base_chinese,endpoint_distance_ratio,calibration_slope,0.09608019632057792,0.08929872299714031,0.10294652121082153,320,sentence-encoder inference; no LLM request,,0,,,external_pending
qwen35_4b,text2vec_base_chinese,endpoint_distance_ratio,calibration_intercept,0.43658755492592416,0.43219846282319524,0.44095990180413774,320,sentence-encoder inference; no LLM request,,0,,,external_pending
qwen35_4b,text2vec_base_chinese,isotonic_grouped_cv,mae,0.18659885365404522,0.1845749583296894,0.1886727339005631,320,sentence-encoder inference; no LLM request,,0,,,external_pending
qwen35_4b,text2vec_base_chinese,isotonic_grouped_cv,median_absolute_error,0.17401926510468874,0.16988951062997626,0.17822234033724507,320,sentence-encoder inference; no LLM request,,0,,,external_pending
qwen35_4b,text2vec_base_chinese,isotonic_grouped_cv,spearman,0.5727050114586841,0.5350728624772618,0.6099535758119461,320,sentence-encoder inference; no LLM request,,0,,,external_pending
qwen35_4b,text2vec_base_chinese,isotonic_grouped_cv,pearson,0.5874642893248501,0.5489270999501472,0.6245332516520649,320,sentence-encoder inference; no LLM request,,0,,,external_pending
qwen35_4b,text2vec_base_chinese,isotonic_grouped_cv,calibration_slope,0.13293435020497912,0.12332058306779838,0.14256064402573093,320,sentence-encoder inference; no LLM request,,0,,,external_pending
qwen35_4b,text2vec_base_chinese,isotonic_grouped_cv,calibration_intercept,0.4338958744600102,0.4276777840413349,0.43996113533928527,320,sentence-encoder inference; no LLM request,,0,,,external_pending
qwen35_4b,text2vec_base_chinese,length_only_grouped_cv,mae,0.20136201355169017,0.20084304363271313,0.20191800408647362,320,deterministic local computation,,0,,,external_pending
qwen35_4b,text2vec_base_chinese,length_only_grouped_cv,median_absolute_error,0.1716992981661595,0.17028167329083344,0.17335132453309116,320,deterministic local computation,,0,,,external_pending
qwen35_4b,text2vec_base_chinese,length_only_grouped_cv,spearman,0.036779636762699575,-0.021877587036808185,0.09604562409215406,320,deterministic local computation,,0,,,external_pending
qwen35_4b,text2vec_base_chinese,length_only_grouped_cv,pearson,0.04040359552446511,-0.017057889476109138,0.09698393115664528,320,deterministic local computation,,0,,,external_pending
qwen35_4b,text2vec_base_chinese,length_only_grouped_cv,calibration_slope,0.00024438043567246126,-0.0019748672237551736,0.0024043492134062767,320,deterministic local computation,,0,,,external_pending
qwen35_4b,text2vec_base_chinese,length_only_grouped_cv,calibration_intercept,0.49976244308859813,0.498690383404162,0.5008123496215162,320,deterministic local computation,,0,,,external_pending
qwen35_4b,text2vec_base_chinese,raw_projection,mae,0.19464285909931264,0.19053575336968073,0.19884419289762073,320,sentence-encoder inference; no LLM request,,0,,,external_pending
qwen35_4b,text2vec_base_chinese,raw_projection,median_absolute_error,0.17342964736345806,0.16837441095540845,0.17857530397920468,320,sentence-encoder inference; no LLM request,,0,,,external_pending
qwen35_4b,text2vec_base_chinese,raw_projection,spearman,0.578125,0.538125,0.6174999999999999,320,sentence-encoder inference; no LLM request,,0,,,external_pending
qwen35_4b,text2vec_base_chinese,raw_projection,pearson,0.5894310058061734,0.5505211876626526,0.6279253472432513,320,sentence-encoder inference; no LLM request,,0,,,external_pending
qwen35_4b,text2vec_base_chinese,raw_projection,calibration_slope,0.2746910388989132,0.2559508616300447,0.2937000404936506,320,sentence-encoder inference; no LLM request,,0,,,external_pending
qwen35_4b,text2vec_base_chinese,raw_projection,calibration_intercept,0.32086484581821917,0.3087444726235119,0.3326369275381187,320,sentence-encoder inference; no LLM request,,0,,,external_pending
qwen35_9b,bge_m3,constant_0.5,mae,0.19999999999999998,0.2,0.2,320,deterministic local computation,,0,,,external_pending
qwen35_9b,bge_m3,constant_0.5,median_absolute_error,0.16666666666666669,0.16666666666666663,0.16666666666666663,320,deterministic local computation,,0,,,external_pending
qwen35_9b,bge_m3,constant_0.5,spearman,,,,320,deterministic local computation,,0,,,external_pending
qwen35_9b,bge_m3,constant_0.5,pearson,,,,320,deterministic local computation,,0,,,external_pending
qwen35_9b,bge_m3,constant_0.5,calibration_slope,3.2878958044297755e-17,3.287895804429775e-17,3.287895804429775e-17,320,deterministic local computation,,0,,,external_pending
qwen35_9b,bge_m3,constant_0.5,calibration_intercept,0.5,0.5,0.5,320,deterministic local computation,,0,,,external_pending
qwen35_9b,bge_m3,endpoint_distance_ratio,mae,0.17489901754617404,0.17325888704415657,0.17656861365471269,320,sentence-encoder inference; no LLM request,,0,,,external_pending
qwen35_9b,bge_m3,endpoint_distance_ratio,median_absolute_error,0.15843119829183885,0.15552464691362647,0.16141075620220652,320,sentence-encoder inference; no LLM request,,0,,,external_pending
qwen35_9b,bge_m3,endpoint_distance_ratio,spearman,0.7831249999999998,0.7565625,0.8096874999999997,320,sentence-encoder inference; no LLM request,,0,,,external_pending
qwen35_9b,bge_m3,endpoint_distance_ratio,pearson,0.7946575004544132,0.77022079495369,0.8182793096115215,320,sentence-encoder inference; no LLM request,,0,,,external_pending
qwen35_9b,bge_m3,endpoint_distance_ratio,calibration_slope,0.16408230176257493,0.15573373238891094,0.17277958436890087,320,sentence-encoder inference; no LLM request,,0,,,external_pending
qwen35_9b,bge_m3,endpoint_distance_ratio,calibration_intercept,0.4095319091522933,0.404113290901077,0.41485081514982847,320,sentence-encoder inference; no LLM request,,0,,,external_pending
qwen35_9b,bge_m3,isotonic_grouped_cv,mae,0.15889268675557372,0.15605495693470964,0.16182773945160286,320,sentence-encoder inference; no LLM request,,0,,,external_pending
qwen35_9b,bge_m3,isotonic_grouped_cv,median_absolute_error,0.14639560357586295,0.1425300911133215,0.15023915712877814,320,sentence-encoder inference; no LLM request,,0,,,external_pending
qwen35_9b,bge_m3,isotonic_grouped_cv,spearman,0.7809172564609579,0.755771128230479,0.8058595421808574,320,sentence-encoder inference; no LLM request,,0,,,external_pending
qwen35_9b,bge_m3,isotonic_grouped_cv,pearson,0.7934263985133201,0.7684455064062989,0.8179323991697656,320,sentence-encoder inference; no LLM request,,0,,,external_pending
qwen35_9b,bge_m3,isotonic_grouped_cv,calibration_slope,0.31958077477624647,0.30571001145626936,0.3338781620453225,320,sentence-encoder inference; no LLM request,,0,,,external_pending
qwen35_9b,bge_m3,isotonic_grouped_cv,calibration_intercept,0.3400734611965068,0.33092297182951513,0.3489939804450701,320,sentence-encoder inference; no LLM request,,0,,,external_pending
qwen35_9b,bge_m3,length_only_grouped_cv,mae,0.20152249695054278,0.2009961293568561,0.20208741100818156,320,deterministic local computation,,0,,,external_pending
qwen35_9b,bge_m3,length_only_grouped_cv,median_absolute_error,0.17091361168417488,0.16986705804853594,0.17203801697941978,320,deterministic local computation,,0,,,external_pending
qwen35_9b,bge_m3,length_only_grouped_cv,spearman,0.0946875,0.036562500000000005,0.153125,320,deterministic local computation,,0,,,external_pending
qwen35_9b,bge_m3,length_only_grouped_cv,pearson,0.11034104606023372,0.05007145092712986,0.16882120120950297,320,deterministic local computation,,0,,,external_pending
qwen35_9b,bge_m3,length_only_grouped_cv,calibration_slope,0.00041771071219266694,-0.0018653775826264546,0.002632620538300175,320,deterministic local computation,,0,,,external_pending
qwen35_9b,bge_m3,length_only_grouped_cv,calibration_intercept,0.49979610879567904,0.4983673914385677,0.5012352348532844,320,deterministic local computation,,0,,,external_pending
qwen35_9b,bge_m3,raw_projection,mae,0.16137452420761347,0.1577385788223994,0.16506902166934517,320,sentence-encoder inference; no LLM request,,0,,,external_pending
qwen35_9b,bge_m3,raw_projection,median_absolute_error,0.14963994854970508,0.1451582347675478,0.15430803566685264,320,sentence-encoder inference; no LLM request,,0,,,external_pending
qwen35_9b,bge_m3,raw_projection,spearman,0.7834374999999998,0.7568749999999999,0.8084374999999999,320,sentence-encoder inference; no LLM request,,0,,,external_pending
qwen35_9b,bge_m3,raw_projection,pearson,0.7936310217134902,0.7684389172533033,0.8181030869780341,320,sentence-encoder inference; no LLM request,,0,,,external_pending
qwen35_9b,bge_m3,raw_projection,calibration_slope,0.45347370452299335,0.4321345470695232,0.4745186676148126,320,sentence-encoder inference; no LLM request,,0,,,external_pending
qwen35_9b,bge_m3,raw_projection,calibration_intercept,0.2515094894675002,0.23845362619885777,0.26442695249738846,320,sentence-encoder inference; no LLM request,,0,,,external_pending
qwen35_9b,fixed_qwen36_35b_scalar_judge,llm_scalar_judge,mae,0.2597673611111111,0.2527389756944444,0.2669098958333333,320,one fixed-judge request per generated text,2.93183180925,1668699,,,external_pending
qwen35_9b,fixed_qwen36_35b_scalar_judge,llm_scalar_judge,median_absolute_error,0.2599652777777778,0.2521527777777778,0.26788237847222224,320,one fixed-judge request per generated text,2.93183180925,1668699,,,external_pending
qwen35_9b,fixed_qwen36_35b_scalar_judge,llm_scalar_judge,spearman,0.8729910652954816,0.8555701440189813,0.8893537410300817,320,one fixed-judge request per generated text,2.93183180925,1668699,,,external_pending
qwen35_9b,fixed_qwen36_35b_scalar_judge,llm_scalar_judge,pearson,0.842460681559692,0.8243508262261522,0.8588833222118303,320,one fixed-judge request per generated text,2.93183180925,1668699,,,external_pending
qwen35_9b,fixed_qwen36_35b_scalar_judge,llm_scalar_judge,calibration_slope,0.8243437499999999,0.7859999999999999,0.8633765624999998,320,one fixed-judge request per generated text,2.93183180925,1668699,,,external_pending
qwen35_9b,fixed_qwen36_35b_scalar_judge,llm_scalar_judge,calibration_intercept,0.18738020833333344,0.16012994791666682,0.21404270833333341,320,one fixed-judge request per generated text,2.93183180925,1668699,,,external_pending
qwen35_9b,multilingual_e5_large_instruct,constant_0.5,mae,0.19999999999999998,0.2,0.2,320,deterministic local computation,,0,,,external_pending
qwen35_9b,multilingual_e5_large_instruct,constant_0.5,median_absolute_error,0.16666666666666669,0.16666666666666663,0.16666666666666663,320,deterministic local computation,,0,,,external_pending
qwen35_9b,multilingual_e5_large_instruct,constant_0.5,spearman,,,,320,deterministic local computation,,0,,,external_pending
qwen35_9b,multilingual_e5_large_instruct,constant_0.5,pearson,,,,320,deterministic local computation,,0,,,external_pending
qwen35_9b,multilingual_e5_large_instruct,constant_0.5,calibration_slope,3.2878958044297755e-17,3.287895804429775e-17,3.287895804429775e-17,320,deterministic local computation,,0,,,external_pending
qwen35_9b,multilingual_e5_large_instruct,constant_0.5,calibration_intercept,0.5,0.5,0.5,320,deterministic local computation,,0,,,external_pending
qwen35_9b,multilingual_e5_large_instruct,endpoint_distance_ratio,mae,0.1641865287812425,0.16215614150318314,0.16625265892352314,320,sentence-encoder inference; no LLM request,,0,,,external_pending
qwen35_9b,multilingual_e5_large_instruct,endpoint_distance_ratio,median_absolute_error,0.14794364652681374,0.14465450251087822,0.151283235832377,320,sentence-encoder inference; no LLM request,,0,,,external_pending
qwen35_9b,multilingual_e5_large_instruct,endpoint_distance_ratio,spearman,0.7990625,0.7737499999999999,0.8237578125,320,sentence-encoder inference; no LLM request,,0,,,external_pending
qwen35_9b,multilingual_e5_large_instruct,endpoint_distance_ratio,pearson,0.8041237755122073,0.7795087607654115,0.8272657001568353,320,sentence-encoder inference; no LLM request,,0,,,external_pending
qwen35_9b,multilingual_e5_large_instruct,endpoint_distance_ratio,calibration_slope,0.22841012562809232,0.21840354040413668,0.2388475398280852,320,sentence-encoder inference; no LLM request,,0,,,external_pending
qwen35_9b,multilingual_e5_large_instruct,endpoint_distance_ratio,calibration_intercept,0.38939669138167254,0.3835226555797976,0.3953007672459627,320,sentence-encoder inference; no LLM request,,0,,,external_pending
qwen35_9b,multilingual_e5_large_instruct,isotonic_grouped_cv,mae,0.15100290087340812,0.14785379433155058,0.1541424504678306,320,sentence-encoder inference; no LLM request,,0,,,external_pending
qwen35_9b,multilingual_e5_large_instruct,isotonic_grouped_cv,median_absolute_error,0.13734453930098142,0.13351180855847064,0.14119416137094443,320,sentence-encoder inference; no LLM request,,0,,,external_pending
qwen35_9b,multilingual_e5_large_instruct,isotonic_grouped_cv,spearman,0.8017310314495887,0.7755552365451936,0.8276233984903023,320,sentence-encoder inference; no LLM request,,0,,,external_pending
qwen35_9b,multilingual_e5_large_instruct,isotonic_grouped_cv,pearson,0.8052776561577509,0.779361748839378,0.8299886366602082,320,sentence-encoder inference; no LLM request,,0,,,external_pending
qwen35_9b,multilingual_e5_large_instruct,isotonic_grouped_cv,calibration_slope,0.37300504410894647,0.3580563381722379,0.3881260051924063,320,sentence-encoder inference; no LLM request,,0,,,external_pending
qwen35_9b,multilingual_e5_large_instruct,isotonic_grouped_cv,calibration_intercept,0.3135705625426942,0.3046032778248832,0.32235255197085005,320,sentence-encoder inference; no LLM request,,0,,,external_pending
qwen35_9b,multilingual_e5_large_instruct,length_only_grouped_cv,mae,0.20152249695054278,0.20100277425562593,0.2020702059756728,320,deterministic local computation,,0,,,external_pending
qwen35_9b,multilingual_e5_large_instruct,length_only_grouped_cv,median_absolute_error,0.17091361168417488,0.16985984015768935,0.17205440798475394,320,deterministic local computation,,0,,,external_pending
qwen35_9b,multilingual_e5_large_instruct,length_only_grouped_cv,spearman,0.0946875,0.03687499999999999,0.15343749999999998,320,deterministic local computation,,0,,,external_pending
qwen35_9b,multilingual_e5_large_instruct,length_only_grouped_cv,pearson,0.11034104606023372,0.05040128335287786,0.1691180700041531,320,deterministic local computation,,0,,,external_pending
qwen35_9b,multilingual_e5_large_instruct,length_only_grouped_cv,calibration_slope,0.00041771071219266694,-0.001844254184766729,0.002644484035461321,320,deterministic local computation,,0,,,external_pending
qwen35_9b,multilingual_e5_large_instruct,length_only_grouped_cv,calibration_intercept,0.49979610879567904,0.49837845972788086,0.5012196776930516,320,deterministic local computation,,0,,,external_pending
qwen35_9b,multilingual_e5_large_instruct,raw_projection,mae,0.1584125475399398,0.15425648212558615,0.16268264272396488,320,sentence-encoder inference; no LLM request,,0,,,external_pending
qwen35_9b,multilingual_e5_large_instruct,raw_projection,median_absolute_error,0.1514157372661149,0.1465790756028314,0.15630171740039514,320,sentence-encoder inference; no LLM request,,0,,,external_pending
qwen35_9b,multilingual_e5_large_instruct,raw_projection,spearman,0.8046874999999998,0.778125,0.8296874999999998,320,sentence-encoder inference; no LLM request,,0,,,external_pending
qwen35_9b,multilingual_e5_large_instruct,raw_projection,pearson,0.8092336703244832,0.783826035822971,0.8336276880956902,320,sentence-encoder inference; no LLM request,,0,,,external_pending
qwen35_9b,multilingual_e5_large_instruct,raw_projection,calibration_slope,0.5738329707083816,0.5501970489387079,0.5975674624899654,320,sentence-encoder inference; no LLM request,,0,,,external_pending
qwen35_9b,multilingual_e5_large_instruct,raw_projection,calibration_intercept,0.21895358840613977,0.2046758636342355,0.23346691731405111,320,sentence-encoder inference; no LLM request,,0,,,external_pending
qwen35_9b,text2vec_base_chinese,constant_0.5,mae,0.19999999999999998,0.2,0.2,320,deterministic local computation,,0,,,external_pending
qwen35_9b,text2vec_base_chinese,constant_0.5,median_absolute_error,0.16666666666666669,0.16666666666666663,0.16666666666666663,320,deterministic local computation,,0,,,external_pending
qwen35_9b,text2vec_base_chinese,constant_0.5,spearman,,,,320,deterministic local computation,,0,,,external_pending
qwen35_9b,text2vec_base_chinese,constant_0.5,pearson,,,,320,deterministic local computation,,0,,,external_pending
qwen35_9b,text2vec_base_chinese,constant_0.5,calibration_slope,3.2878958044297755e-17,3.287895804429775e-17,3.287895804429775e-17,320,deterministic local computation,,0,,,external_pending
qwen35_9b,text2vec_base_chinese,constant_0.5,calibration_intercept,0.5,0.5,0.5,320,deterministic local computation,,0,,,external_pending
qwen35_9b,text2vec_base_chinese,endpoint_distance_ratio,mae,0.16248730598329802,0.1606114138527851,0.16436789115885425,320,sentence-encoder inference; no LLM request,,0,,,external_pending
qwen35_9b,text2vec_base_chinese,endpoint_distance_ratio,median_absolute_error,0.1440773045735842,0.14071932370260345,0.14746139321865384,320,sentence-encoder inference; no LLM request,,0,,,external_pending
qwen35_9b,text2vec_base_chinese,endpoint_distance_ratio,spearman,0.8040624999999999,0.7771874999999999,0.8299999999999998,320,sentence-encoder inference; no LLM request,,0,,,external_pending
qwen35_9b,text2vec_base_chinese,endpoint_distance_ratio,pearson,0.8153977624593013,0.7903786967713738,0.8381733539665829,320,sentence-encoder inference; no LLM request,,0,,,external_pending
qwen35_9b,text2vec_base_chinese,endpoint_distance_ratio,calibration_slope,0.22327803043418898,0.21432891728064804,0.23221378528783182,320,sentence-encoder inference; no LLM request,,0,,,external_pending
qwen35_9b,text2vec_base_chinese,endpoint_distance_ratio,calibration_intercept,0.39076354487345755,0.38571499844154744,0.3958835090432293,320,sentence-encoder inference; no LLM request,,0,,,external_pending
qwen35_9b,text2vec_base_chinese,isotonic_grouped_cv,mae,0.14420982676141225,0.1411801116707463,0.14727740680043636,320,sentence-encoder inference; no LLM request,,0,,,external_pending
qwen35_9b,text2vec_base_chinese,isotonic_grouped_cv,median_absolute_error,0.1318287628674752,0.1279584046894047,0.13580725780527614,320,sentence-encoder inference; no LLM request,,0,,,external_pending
qwen35_9b,text2vec_base_chinese,isotonic_grouped_cv,spearman,0.8112055058529271,0.7847947908236625,0.8358382324728617,320,sentence-encoder inference; no LLM request,,0,,,external_pending
qwen35_9b,text2vec_base_chinese,isotonic_grouped_cv,pearson,0.8188755141424316,0.7939936179753083,0.8418899561254335,320,sentence-encoder inference; no LLM request,,0,,,external_pending
qwen35_9b,text2vec_base_chinese,isotonic_grouped_cv,calibration_slope,0.41510506298969363,0.4001652737893262,0.4300388208683891,320,sentence-encoder inference; no LLM request,,0,,,external_pending
qwen35_9b,text2vec_base_chinese,isotonic_grouped_cv,calibration_intercept,0.29241637659415165,0.28369973714640107,0.30083882367993925,320,sentence-encoder inference; no LLM request,,0,,,external_pending
qwen35_9b,text2vec_base_chinese,length_only_grouped_cv,mae,0.20152249695054278,0.2009976512724705,0.20208534325636213,320,deterministic local computation,,0,,,external_pending
qwen35_9b,text2vec_base_chinese,length_only_grouped_cv,median_absolute_error,0.17091361168417488,0.16988009392951794,0.1720452671979272,320,deterministic local computation,,0,,,external_pending
qwen35_9b,text2vec_base_chinese,length_only_grouped_cv,spearman,0.0946875,0.033749999999999995,0.15343749999999998,320,deterministic local computation,,0,,,external_pending
qwen35_9b,text2vec_base_chinese,length_only_grouped_cv,pearson,0.11034104606023372,0.050399194118897817,0.169237724202194,320,deterministic local computation,,0,,,external_pending
qwen35_9b,text2vec_base_chinese,length_only_grouped_cv,calibration_slope,0.00041771071219266694,-0.001875274370272715,0.002636849080539895,320,deterministic local computation,,0,,,external_pending
qwen35_9b,text2vec_base_chinese,length_only_grouped_cv,calibration_intercept,0.49979610879567904,0.4983716964287248,0.5012570640392077,320,deterministic local computation,,0,,,external_pending
qwen35_9b,text2vec_base_chinese,raw_projection,mae,0.14848843149404406,0.1448244338451075,0.15227060398027675,320,sentence-encoder inference; no LLM request,,0,,,external_pending
qwen35_9b,text2vec_base_chinese,raw_projection,median_absolute_error,0.13825932778614938,0.13396702760177945,0.1428009136716136,320,sentence-encoder inference; no LLM request,,0,,,external_pending
qwen35_9b,text2vec_base_chinese,raw_projection,spearman,0.8103124999999999,0.7843671874999998,0.8346874999999999,320,sentence-encoder inference; no LLM request,,0,,,external_pending
qwen35_9b,text2vec_base_chinese,raw_projection,pearson,0.8209478304518225,0.7968168204193022,0.8443009596679603,320,sentence-encoder inference; no LLM request,,0,,,external_pending
qwen35_9b,text2vec_base_chinese,raw_projection,calibration_slope,0.5811909948263777,0.5602218996219009,0.6023441669345327,320,sentence-encoder inference; no LLM request,,0,,,external_pending
qwen35_9b,text2vec_base_chinese,raw_projection,calibration_intercept,0.2142923098996124,0.20150098237035818,0.22680961238788122,320,sentence-encoder inference; no LLM request,,0,,,external_pending
qwen36_27b,bge_m3,constant_0.5,mae,0.19999999999999998,0.2,0.2,320,deterministic local computation,,0,,,external_pending
qwen36_27b,bge_m3,constant_0.5,median_absolute_error,0.16666666666666669,0.16666666666666663,0.16666666666666663,320,deterministic local computation,,0,,,external_pending
qwen36_27b,bge_m3,constant_0.5,spearman,,,,320,deterministic local computation,,0,,,external_pending
qwen36_27b,bge_m3,constant_0.5,pearson,,,,320,deterministic local computation,,0,,,external_pending
qwen36_27b,bge_m3,constant_0.5,calibration_slope,3.2878958044297755e-17,3.287895804429775e-17,3.287895804429775e-17,320,deterministic local computation,,0,,,external_pending
qwen36_27b,bge_m3,constant_0.5,calibration_intercept,0.5,0.5,0.5,320,deterministic local computation,,0,,,external_pending
qwen36_27b,bge_m3,endpoint_distance_ratio,mae,0.18748396282849136,0.1858154061836089,0.18921503485901217,320,sentence-encoder inference; no LLM request,,0,,,external_pending
qwen36_27b,bge_m3,endpoint_distance_ratio,median_absolute_error,0.17038844716678594,0.16683244959969507,0.17391561912938344,320,sentence-encoder inference; no LLM request,,0,,,external_pending
qwen36_27b,bge_m3,endpoint_distance_ratio,spearman,0.6043749999999999,0.5668749999999999,0.6399999999999999,320,sentence-encoder inference; no LLM request,,0,,,external_pending
qwen36_27b,bge_m3,endpoint_distance_ratio,pearson,0.6277445933046307,0.5930247364096954,0.6615061861238954,320,sentence-encoder inference; no LLM request,,0,,,external_pending
qwen36_27b,bge_m3,endpoint_distance_ratio,calibration_slope,0.10488069049874231,0.09776608761296843,0.11191595087752214,320,sentence-encoder inference; no LLM request,,0,,,external_pending
qwen36_27b,bge_m3,endpoint_distance_ratio,calibration_intercept,0.43854837618233056,0.4340015913829173,0.4430497047051164,320,sentence-encoder inference; no LLM request,,0,,,external_pending
qwen36_27b,bge_m3,isotonic_grouped_cv,mae,0.18366748928163146,0.18143069939832174,0.18592431965486542,320,sentence-encoder inference; no LLM request,,0,,,external_pending
qwen36_27b,bge_m3,isotonic_grouped_cv,median_absolute_error,0.16664993235030162,0.162133012251382,0.17111521710282415,320,sentence-encoder inference; no LLM request,,0,,,external_pending
qwen36_27b,bge_m3,isotonic_grouped_cv,spearman,0.6144580405149938,0.577232056013093,0.6504942756300316,320,sentence-encoder inference; no LLM request,,0,,,external_pending
qwen36_27b,bge_m3,isotonic_grouped_cv,pearson,0.6300310673031219,0.5946310623708068,0.6647095508640399,320,sentence-encoder inference; no LLM request,,0,,,external_pending
qwen36_27b,bge_m3,isotonic_grouped_cv,calibration_slope,0.14543841400681168,0.1359378065597316,0.15491366226091136,320,sentence-encoder inference; no LLM request,,0,,,external_pending
qwen36_27b,bge_m3,isotonic_grouped_cv,calibration_intercept,0.4270524619351221,0.4209889805464481,0.4331100873761473,320,sentence-encoder inference; no LLM request,,0,,,external_pending
qwen36_27b,bge_m3,length_only_grouped_cv,mae,0.20058294566903215,0.20034232769410537,0.20087020774174832,320,deterministic local computation,,0,,,external_pending
qwen36_27b,bge_m3,length_only_grouped_cv,median_absolute_error,0.1685653739460738,0.16808720120453882,0.16911581581334634,320,deterministic local computation,,0,,,external_pending
qwen36_27b,bge_m3,length_only_grouped_cv,spearman,0.07624999999999998,0.020625,0.13188281249999992,320,deterministic local computation,,0,,,external_pending
qwen36_27b,bge_m3,length_only_grouped_cv,pearson,0.06388919144292012,0.008128063974043788,0.12132669935653123,320,deterministic local computation,,0,,,external_pending
qwen36_27b,bge_m3,length_only_grouped_cv,calibration_slope,0.0015686597274240008,-0.0004350163236301189,0.004689978374457288,320,deterministic local computation,,0,,,external_pending
qwen36_27b,bge_m3,length_only_grouped_cv,calibration_intercept,0.49943713466911843,0.49827627132790825,0.500357149169778,320,deterministic local computation,,0,,,external_pending
qwen36_27b,bge_m3,raw_projection,mae,0.18965391375162857,0.18550962289981898,0.19382136250719426,320,sentence-encoder inference; no LLM request,,0,,,external_pending
qwen36_27b,bge_m3,raw_projection,median_absolute_error,0.16945786833976967,0.1641782980541434,0.17466649302648815,320,sentence-encoder inference; no LLM request,,0,,,external_pending
qwen36_27b,bge_m3,raw_projection,spearman,0.6103124999999998,0.5728125000000001,0.6468749999999999,320,sentence-encoder inference; no LLM request,,0,,,external_pending
qwen36_27b,bge_m3,raw_projection,pearson,0.6385532743973784,0.6038579015595984,0.672640338806556,320,sentence-encoder inference; no LLM request,,0,,,external_pending
qwen36_27b,bge_m3,raw_projection,calibration_slope,0.29457549596074883,0.2759019294105879,0.3142176972066155,320,sentence-encoder inference; no LLM request,,0,,,external_pending
qwen36_27b,bge_m3,raw_projection,calibration_intercept,0.32786320094715105,0.3153284912779373,0.34040145066821126,320,sentence-encoder inference; no LLM request,,0,,,external_pending
