model,metric,mean,ci95_low,ci95_high,bootstrap_unit,iterations
qwen35_35b_a3b,projection_mae,0.11701927050902929,0.10931591780540642,0.125284640015662,scenario,1000
qwen35_4b,projection_mae,0.15067577245235292,0.1427311804726497,0.15868672728165575,scenario,1000
qwen35_9b,projection_mae,0.10603520912100421,0.09847841405517055,0.11371926538079223,scenario,1000
