model,projection_mae,projection_spearman,projection_endpoint_attraction,interpolation_distance_mean,off_axis_drift_mean,nearest_neighbor_top1_rate,nearest_neighbor_mean_rank,n
qwen35_35b_a3b,0.11701927050902929,0.8940543693022517,0.06944444444444445,0.25885146827037847,0.2451138407524143,0.2898809523809524,2.757142857142857,1680
qwen35_4b,0.15067577245235292,0.8327086919046466,0.07222222222222222,0.2711795390095739,0.25317645821542967,0.28869047619047616,3.170238095238095,1680
qwen35_9b,0.10603520912100421,0.9115910221509991,0.08611111111111111,0.270403987160396,0.25970071475243284,0.29285714285714287,2.7904761904761903,1680
